text_id,human_text,human_acc
122,"In the final scene, where Moe and Larry were breaking rocks over Curly's head, Larry picks up what seems to be a rather heavy rock. Curly notices the rock and replies, ""Hey, wait a minute! That's a real one! I'm no fool."" Curly then chuckles, while Larry and Moe smile. Often regarded as an unscripted moment, it was later determined that exchange was scripted in advance, as it appeared in director Jules White's final shooting script.",1.0
123,"So it was quite a jigsaw puzzle to edit. It was a solvable problem, but it was not like any other film I’ve ever made, and I don’t think I’ve ever made a film as fast as this one! Even my first picture, which was made in 10 days, was a breeze compared to this, because it was so labour intensive.",1.0
124,"By refusing to carry out Ceaușescu's orders (he was still technically commander-in-chief of the army), Stănculescu played a central role in the overthrow of the dictatorship. ""I had the prospect of two execution squads: Ceaușescu's and the revolutionary one!"" confessed Stănculescu later. In the afternoon, Stănculescu ""chose"" Ion Iliescu's political group from among others that were striving for power in the aftermath of the recent events.",0.6666666666666666
125,"SJean Lorrain praised L'Animale (1893) purely for its grand depravity. Jules Barbey d’Aurevilly is said to have declared, ""A pornographer, yes, she is, but such a distinguished one!"" (This might have been in response to Monsieur Vénus, a defense of her in polite company, or a remark upon first meeting her.) Paul Verlaine congratulated her on the creativity of her perversion: ""Ah! My dear child, if you've invented an extra vice, you'll be a benefactor of humanity!""",1.0
126,"Felix had an incident with future hall of famer Bill Russell in Russell's rookie season, when after Russell felt Felix had been trying to intimidate him, he knocked Felix unconscious with a punch to the head.Toward the end of his career, after having several of his shots blocked by Russell, Felix took the ball then flung it off the side of the backboard, saying to Russell, smiling, ""You didn't get that one!""",1.0
127,"Steve Barton of Dread Central wrote ""Danny Trejo and Vinnie Jones. If ever there were a magic pairing of violence and machismo in cinema, this is it. Putting these two together is a no-brainer, and now thanks to this new film, appropriately titled Reaper, that’s just what we’re getting!"". Ryan Miller of JoBlo.com wrote: "" We can't possibly ignore the fact that two of cinemas most badass mother f*ckers will be sharing the screen together now can we!"" Matt Wavish of Horror Cult Films wrote: ""Now here is a damn fine paring (sic) up of movie hardmen if ever there was one!""",1.0
128,"Millions of television viewers saw an orange, brown, and white version of Five, one of Indiana's 1965 Numbers series, featured in an episode of The Mary Tyler Moore Show during the 1971–1972 season, in which Rhoda Morgenstern redecorates Lou Grant's dated living room. Lou, evidently not a fan of pop art, complains to Mary, ""I bet she went through four other paintings before choosing this one!""",1.0
129,"In March 1969, Judy Garland held the wedding reception for her marriage to Mickey Deans, her fifth, at Quaglino's. The reception was reported to have been poorly attended, with more waiters than guests; even Garland's daughter Liza Minnelli failed to attend, saying ""I can't make it Mamma but I promise I'll come to your next one!"".",1.0
130,"The social priorities did not, despite the revolutionary nature of the government, include any meaningful attempt to reform the social order. Cromwell declared, ""A nobleman, a gentleman, a yeoman; the distinction of these: that is a good interest of the nation, and a great one!"" Small-scale reform such as that carried out on the judicial system were outweighed by attempts to restore order to English politics.",0.0
131,"Swansea's Home Front magazine wrote, ""Renaissance is really superb. Tracks include 'Casta Diva' [from the opera Norma], 'Pie Jesu,' 'Clair de Lune', and Stephen Sondheim's 'Send in the Clowns'.... If you only buy one classical album, buy this one!"" The Opera Babes' 2006 ""Renaissance"" concert toured songs from both of their albums performed with multi-media special effects and visuals, as well as dancers costumed by designer Elizabeth Emanuel.",1.0
132,"Stung by his words, the three older writers hypothesize what would happen should a real-life murder be committed as it is in their books, with outré touches and cryptic clues. Conceivably, it would spark a renaissance of ""Golden Age"" whodunits—perhaps even motivate people to buy their books again. Fired with enthusiasm at the prospect, they resolve to turn their hypothesis into reality: instead of merely writing a fictional murder, they'll commit a real one!",1.0
133,"When Dan, Troll and Amanda’s camping excursion is threatened by Iron Bay’s voracious stinging insects, Dan thinks he has the solution: a bug spray package. Unfortunately, the spray doesn’t just repel insects – it also turns you into one! Dan and Amanda are transformed and drawn to the glowing lighthouse, where Copernicus’s flypaper traps them. It’s up to Troll solo to get the antidote before Copernicus can spray the whole town.",0.6666666666666666
134,"Faith married New Zealand chef Rian Haynes in 2005, though they separated after eight months and were divorced in 2009. She later said of the marriage, ""It was just a young, frivolous thing. We were in our early twenties and we did something quickly and realised it was a mistake. But we're still close. I am still friends with him. All my other relationships were the ones that screwed me up, not that one!""",0.8333333333333334
136,"The anime character that [Kōji Moromoto] made for the music video is of a girl that he made to really look like me. When I first looked at it, Mr. Morimoto kept drawing girl's faces that I thought looked different from my own, but on the way he must have changed it. I got an explanation out of him, and he said that he only noticed it that moment. I mean, I don't think I'm cute, but I thought he made my image into a really cute one! ... I was really happy about it though!",1.0
137,"Anupama Subramanian from Deccan Chronicle gave the film 3/5 stars, while labelling it as a ""feel-good film with a larger message and a brilliant feat by Vijay which makes the film a not-to-be-missed one!"" Venkateswaran Narayanan from Times of India noted several anachronisms in the film (such as YouTube being used in 2002 when it was actually launched in 2005) but wrote: ""Such minor cribbing apart, all is well with Nanban because Shankar's retelling of 3 Idiots retains its soul and has its heart in the right place"".",1.0
138,"In 1999, Merle Brown from the Daily Record expressed her dislike of the new version sung by Norton and Stapleton, saying ""all I want to say about Neighbours is where did they get that new theme tune? Unbelievably it's worse than the original one!"" Fans of the show disliked the version of the theme tune introduced in 2013. Ben Pobjie from The Age also disliked that version, saying Barry Crocker must be scandalised. His beloved and iconic interpretation of the theme to Neighbours has been mauled beyond all recognition.",1.0
139,"One of the Canadian Indians, hearing the name of Stoner, pulled out his scalping knife and boasted of the nine notches indicating scalps taken during the Revolution. He pointed to one, cut deeper than the others, and said that this ""was the scalp of old Stoner!"" (Nicholas' father) Hearing this Stoner grabbed a red-hot andiron and threw it at the Indian, yelling ""You never will scalp another one!"" The iron burned a brand across the Indian's neck and knocked him unconscious, at the cost of severe burns to Stoner's own hand.",1.0
140,"It is something that you will want to put on when you're in the mood to lie on your couch, dim the lights, and light all your candles and incense. Just vibe out to this hypnotic variety of music, and enjoy the pictures that will be painted in your mind. This is a very visual record, so for sure the visuals will come. Don't be surprised if it triggers some deep emotions within you based on your own life situations. Either way, enjoy the ride, it's a beautiful one!!",1.0
141,"The Japanese magazine Famitsu gave it a score of 28 out of 40. The game received some praise and criticism in the August 1991 issue of German magazine Power Play. The review praised the game for its attention to detail and challenge and noted players need to master certain gameplay skills to move on. Criticisms included a ""lack of variety"" and dullness in gameplay which was compared to a ""visit to the tax office"". The PC Engine version was briefly mentioned in the December 1991 issue of Electronic Gaming Monthly as part of a review of games that had been released outside the U.S. They noted the faithful translation from the NES version as well as the revamped and more detailed graphics, saying ""PC Engine owners should not miss this one!""",1.0
142,"In March 1992, Ninja Gaiden III received three nominations in the ""Nintendo Power Awards '91"" in the following NES-related categories: ""Best Graphics and Sound"", ""Best Challenge"", and ""Best Overall"". It won in the ""Best Challenge"" category; the magazine commented that ""the game-playing public knows a challenging game when they see one!"" It placed second in the ""Best Graphics and Sound"" category, finishing behind Battletoads for the top spot. It was the ranked as the third ""Best Overall"" NES title for 1991, finishing close behind Tecmo Super Bowl.",1.0
143,"Changes announced include a new taste (""extensively researched with consumers""), a larger 500 mL can, and a change of packaging colour from aluminium to black and red, the colour of the drink from yellow to green, along with a A$3 million marketing campaign. The primary focus of both the campaign and the new packaging is the reformulated taste of the drink, proclaimed on the packaging as 'New - tastes nothing like the old one!'.",0.6666666666666666
144,"Shot largely with a handheld camera (dubbed 'Otto' by Young), Muddy Track documents a difficult tour of Europe, plagued by poor weather, dwindling ticket sales, backstage arguments and audience riots. In an interview with MOJO in 1995 Young claimed that Muddy Track was among the favourite of all his films: ""It’s dark as hell. God, it’s a heavy one! [...] But it’s funky"".",1.0
145,"Archbishop Manning in the chair was flanked by two Protestant bishops right and left; on my right was Hutton, editor of the Spectator, an Arian; then came Father Dalgairns, a very able Roman Catholic priest; opposite him Lord A. Russell, a Deist; then two Scotch metaphysical writers, Freethinkers; then Knowles, the very broad editor of the Contemporary; then, dressed as a layman and looking like a country squire, was Ward, formerly Rev. Ward, and earliest of the perverts to Rome; then Greg, author of The Creed of Christendom, a Deist; then Froude, the historian, once a deacon in our Church, now a Deist; then Roden Noël, an actual Atheist and red republican, and looking very like one! Lastly Ruskin, who read a paper on miracles, which we discussed for an hour and a half!",1.0
146,"At the entrance to the Legislative Assembly of the State of Acre (ALEAC) there is a statue of Gálvez and behind him the flag of the Independent State of Acre. In it, it is written “If the Homeland does not want us, we create another one! Long live the Independent State of Acre!”, A phrase that was uttered by Galvez on 14 July 1899 , during the declaration of the Republic of Acre to the population that lived there.",1.0
147,"On the song's release day, Keys tweeted: ""You have your roller skates ready? I’ve been dying for you to hear this one!!"". In an interview with Entertainment Weekly, Keys described the song as ""a zone — it's such a vibration and frequency that you can't help but just feel good”.",1.0
148,"According to Comic book Roundup, Issue 49 received an Average review of 7.5 out of 10 based on 13 reviews. Jimmy Hayes from Comic Watch wrote ""An issue that's truly worthy of its epic numbering (#850). You're gonna have a great time reading this one!!""",1.0
149,"When Berg's new opera Lulu was banned as Entartete Musik (degenerate music) Kleiber resigned from his post at the State Opera. He was outraged when Berg – a close friend – assumed that he had joined or would join the Nazi Party to safeguard his career. He wrote to Berg, ""I was never a member of the NSDAP – and never had any intention of becoming one!!! Despite several requests!""",1.0
150,"I'm calling the record The Best Dam Thing, and the first single is called ""Girlfriend"", the single comes out February and the record in April. I promise you guys will love this record, it is my favorite one!!! And I can't wait! It is really fast, fun, young, bratty, aggressive, confident, cocky in a playful way [...] all the good stuff.",1.0
151,"Varney also starred as Ernest in a series of commercials that ran in the New Orleans area (and throughout the Gulf South) as a spokesman for natural gas utilities. In one, he is seen kneeling down in front of Vern's desk under a lamp hanging from the ceiling, stating, ""Natural gas, Vern; it's hot, fast, and cheap. Hot, fast, cheap; kinda like your first wife, Vern, you know, the pretty one!?"" Vern then knocks the lamp into Ernest's head, knocking him down.",0.6666666666666666
152,"The Nintendo DS version of 101-in-1 Explosive Megamix received mixed to negative reviews. Lukasz Balicki of Nintendo World Report game the game a 3/10 and commented ""101-in-1 Explosive Megamix is the definitive bad budget title. Some of the mini-games are remotely fun, but others feel like a chore. With so many poor and forgettable games on the compilation, it's hard to recommend this one"". Dan Pearson of Eurogamer gave the game a 4/10 and stated ""There is so little replay potential here, so little urge to top high scores or perfect shoddy make-do attempts, that completing each task feels more of a relief than an achievement.""",1.0
153,"Jonathan Broxton of Movie Music UK gave a favourable review and called the score an ""unconventional one"". He also praised Rahman for his ability to score in multiple genres. Director Shekhar Kapur, after a special screening of the movie, commented through Twitter that ""Rahman's score adds depth to Danny Boyle's deft and energetic direction in 127 hours. Rahman certainly deserves another Oscar for 127 hours, Danny Boyle and Rahman are proving to be a great combination.""",1.0
154,"The chapter is a meditation on how to maintain a watchful eye on, and cherish, life's small redeemable qualities (i.e., to ""pet a cat when you encounter one""). It also outlines a practical way to deal with hardship: to shorten one's temporal scope of responsibility (e.g., focusing on the next minute rather than the next three months).",1.0
155,"In neighboring Austria-Hungary, the Romanian-language newspaper Telegrafulu Romanu noted during the late stages of the tally that, in the Second College, ""of 33 senators only 10 are old ones"" (as in: incumbents or senior senators); in the First College, ""it would appear [...] that incumbents from the previous senate are in the minority."" The few solid wins for the ""Whites"" included Ilfov's First College, which went to the arch-conservative Ioan Manu. He defeated Nicolae Nicolescu 39 votes to 8(other counts have 38 to 10).",1.0
156,"Angus MacKinnon opened the scoring from a Weir corner before, five minutes later, McNeil ran forward and set up Highet for 2–0. Shortly before full time, Billy McKinnon sealed the win with a fine shot. Edinburgh newspaper The Scotsman reported after the game that the match was ""an exceptionally rough one"" with ""charging which seems to be the speciality of the Renton men"".",1.0
157,"Although there is no record of St. Mary's having any full-time professional players, they were able to attract the best players from the area. William Pickford, the secretary of the Hampshire F.A. (and later the President of the Football Association) writing some years later said: ""It may or may not be that there were ""inducements"", though without doubt the honour of playing with a brilliantly successful side was itself no inconsiderable one"".",1.0
158,"The New South Wales Rugby Union selected 25 players to represent the colony on tour. However according to Sydney's Evening News although ""the names of some really first-class players are included in the team it cannot be called a thoroughly representative one"" due to the absence of a number of players.",1.0
159,"During his CBS Radio broadcast in 1996, Vin Scully made another memorable call in the third inning of Game 1, when 19-year-old rookie outfielder Andruw Jones became the first National League player to hit two home runs in his first two at-bats in a World Series. Jones hits this one to left field, wa-a-ay back, the kid has hit another one!",1.0
160,"Hopkin Morris was an uncompromising adherent of traditional Liberalism. He was unsympathetic to David Lloyd George. As Hopkin Morris said in 1924, ""I am not a follower of Mr Lloyd George and I have no intention of being one"". He voted against Lloyd George being Liberal leader in 1926 and was the only Liberal MP to vote against Lloyd George's re-election as leader in 1929.",1.0
161,"The leader of the Labour Party, the pacifist George Lansbury met with Hitler in April 1937. Also, Lord Halifax, later foreign secretary, visited to do so, at Göring's invitation, the following month. Halifax's trip was ""ostensibly ... a social one"",but it was also an opportunity for the British government to initiate talks with Hitler, according to the modern historian Lois G. Schwoerer.",1.0
162,"George VI is said to have been horrified by his brother's entry into European political affairs at such a delicate time. George wrote to Edward's political advisor, Walter Monckton, that the Duke's plan was ""a bombshell, and a bad one"". George took particular umbrage because on abdication, Edward had said that he intended to avoid public appearances. The royal biographer Sarah Bradford suggests that the visit indicated that Windsor had no intention of retiring: rather, he intended to behave independently of the King's and the government's wishes.",1.0
163,"During his CBS Radio broadcast in 1996, Vin Scully made another memorable call in the third inning of Game 1, when 19-year-old rookie outfielder Andruw Jones became the first National League player to hit two home runs in his first two at-bats in a World Series. Jones hits this one to left field, wa-a-ay back, the kid has hit another one!",1.0
164,"After Iowa missed a field goal attempt to bring the game within 6, Michigan State would add yet another field goal to their score on their next possession, with Michael Geiger converting his fourth field goal attempt, this one going for 45 yards. The score was now 26–14 Michigan State.",1.0
165,"Colonel Alparslan Türkeş was among the officers who led the coup. He was a member of the junta(National Unity Committee) and had been among the first 16 officers trained by the United States in 1948 to form a stay-behind counter-guerrilla. As such, he explicitly stated his anticommunism and his faith and allegiance to NATO and CENTO in his short address to nation, but he remained vague on the reasons of the coup. On the morning of May 27, Türkeş declared the coup over radio, which ultimately announced ""the end of one period in Turkish history, and usher in a new one""",0.6666666666666666
166,"The exhausted Meredith, in an emotion-choked voice, expressed pride in his teammates' play, and said, in a figurative sense, that he felt the Cowboys did not really lose the game because the effort expended was its own reward. Gifford wrote that the interview attracted considerable attention, and that Meredith's forthcoming and introspective responses played a part in his selection for ABC's Monday Night Football telecasts three years later. Defensive tackle Bob Lilly took a different view, telling reporters that the Cowboys were a great team except that they could not win the ""big one"". Wide receiver Lance Rentzel later remarked that on the team plane home from Green Bay to Dallas' Love Field, ""not one word was spoken the entire flight.""",1.0
167,While the relay was largely successful it was marred by problems when exchanging the flame from one torch to another. Runners in Barcelona and Medinaceli were burned by small explosions as a lit torch came into contact with an unlit one.,1.0
168,"The torch used as a fuel source a compressed mix of nitrates, sulphur, alkaline metal carbonates, resins and silicones. It burned with a red-yellow flame. Problems with the torch occurred in Barcelona and then again in Medinaceli which saw minor explosions burn some torch-bearers. The cause was investigated and then attributed to ""the too-rapid contact of a lighted torch with an unlighted one"". Precautions were put in place to prevent further incidents.",0.6666666666666666
169,"The New York Jets were said to have offered their fourth-overall draft pick, plus any player on their roster other than Richard Todd. Tight end was considered to be the Buccaneers’ single greatest need, with Ken MacAfee of Notre Dame often mentioned as a likely draft target. According to Don Shula, ""With John McKay's type of offense, an outstanding tight end is absolutely essential. It cannot go without one"". This happened to be one of the positions hit hardest by injury in 1977.",1.0
170,"Later protests by Mexico against the re-dive and by East Germany that their Falk Hoffmann wanted to re-dive after allegedly being disturbed by photographic flashlights were both turned down by FINA. FINA President Javier Ostas stated that the decision taken by the Swedish referee was the ""correct one"". FINA assessed all the Olympic diving events and considers the judging to have been objective. Portnov remained the winner, with Giron taking silver and Cagnatto of Italy bronze.",1.0
171,"Police noted before election day that ""there hasn’t been an election campaign in Israel as violent as the present one"". A reason for the violence may have been that this was the first elections in which the public believed both sides had a chance of winning, causing unrest and agitation.",1.0
172,"The final version of ""1984"" was faster and funkier than the medley and, as described by Bowie encyclopedist Nicholas Pegg, ""an obvious single if there ever was one"". However, it was released as a single (PB 10026) only in America, Japan and New Zealand, where it failed to chart. The track generally opened the Diamond Dogs concerts in 1974 but was not performed live after the soul tour in 1975.",1.0
173,"An article in the American Journal of International Law argued in 1987 that ""the course of the American warships indicated on a map published in Izvestiia confirms that the passage of the vessels was a lateral one"" and that ""at no time did they take a course that could be construed as expressing an intention to enter the internal waters or ports of the USSR"".",1.0
174,"Farooq Abdullah was elected Chief Minister and formed a coalition government. However, the Government lacked legitimacy in the eyes of the people in the Valley. Rebels branded the election as a ""thoroughly made one"". The Valley sank into a ""morass of frustration and radicalisation"", states scholar Sumantra Bose.",1.0
175,"This was the third straight season that the Cowboys and 49ers met in the NFC Championship Game, with Dallas winning the first two conference title games. San Francisco quarterback Steve Young still faced the pressure of ""never being able to win the big ones"", while Dallas quarterback Troy Aikman entered the game with a 7–0 win–loss record as a starter in the playoffs.",1.0
176,"He speaks, ""as in Romans 4:1, from his national consciousness, which was shared in by his Jewish readers, and well understood by his Gentile ones"". Paul emphasises that all of ""our fathers"" had the blessing of the divine presence: πάντες (pantes, ""all"") has strong emphasis, and is repeated four times.",1.0
177,"The top three drivers appeared on the podium to collect their trophies and spoke to the media in a later press conference. Michael Schumacher called his battle with Montoya ""an interesting one"" and ""a bit back and forward"", adding ""I think as well that the tyres played a little bit of a role in that; initially I struggled to get the temperature in where these guys seemed to get faster on top of temperatures but then it went the other way around, their tyres went off and my one came in so I had a nice chance to battle a little bit and finally got first position for us, which was ideal.""",1.0
178,"The song has been described as psychedelic rock, psychedelic soul and acid rock, and features a fuzz guitar twinned with a clean one. Various other effects were employed in its recording and production, including the alternate striking of two cow bells producing a ""tick-tock"" sound, warped throughout most of the song by reverb, echo and changes in tempo.",1.0
179,"That charge of dishonesty led to intensifying calls for Ryan's withdrawal, though Topinka, who was considering running herself, said after the June 25 withdrawal that Ryan's ""decision was a personal one"" and that the state GOP had not pressured Ryan to drop out. Ryan's campaign ended less than a week after the custody records were opened, and Ryan officially filed the documentation to withdraw on July 29, 2004. Obama was left without an opponent.",1.0
180,"When the player reaches the correct time period, the player must then fight through the end of the level and defeat the level boss to rescue the captured soldier. Unlimited continues are available on all levels except the last one. In the Sega Master System port however, continues are limited to three continues per player.",1.0
181,"The Labour Party obtained a result that brought it back into the position of ""the largest Norwegian party, not just the largest of many middle-sized ones"". The Progress Party obtained its best result ever, surpassing the Conservatives by a large margin and becoming almost as large as the parties in the Bondevik government combined.",0.6666666666666666
182,"Sahawa supporters accused the IIP of adding 100,000 fraudulent ballot papers and threatened a violent reaction if it was confirmed. Sheikh Ahmed Abu Risha threatened to ""transfer our entity from a political to a military one"" and ""to fight the Islamic Party and the [Electoral] commission"". The IIP condemned the threats of violence saying this behaviour would ""take us back to the Middle Ages""",1.0
183,"Another leader, Mohammad al-Hindi, called for an end to the Palestinian Authority, and said, ""Jihad is the fate of this nation. There is no other option but this one"". Other Islamic Jihad officials said the turnout was a ""referendum by the Palestinian people rejecting peace-making with Israel.""",1.0
184,"Faced with criticism over the morality of hosting a race in a developing nation, Mercedes GP team principal Ross Brawn praised the circuit, describing the decision to host a race in India as ""the right one"" and pointing out the benefits the sport would bring to the country. Brawn also relayed the positive response to the circuit layout from teams and drivers.",1.0
185,"Outgoing Scottish Conservative leader Annabel Goldie also offered congratulations, stating her confidence that ""[Davidson] is more than equal"" to challenging Alex Salmond."" Murdo Fraser conceded defeat, saying he was ""disappointed that I was not able to persuade more of our members that my vision for the future is the correct one"", but pledged to support Davidson as leader.",1.0
186,"A spokesman for Clarke denied this, but bookmaker Ladbrokes paid out on bets at 16/1 that Clarke would drop off during the speech. Robert Peston, the BBC's business editor, suggested that the Chancellor would be seen to have chosen ""a principled Budget rather than a crowd-pleasing one"". The Confederation of British Industry and other business groups welcomed the Budget, saying that it would create jobs.",1.0
187,"Davis, the winning manager, recalled his chairman's instruction after taking over in November 2011: ""Get us out of the bottom six. Just get us safe."" His counterpart Yates was proud of his side: ""They've been brilliant ... Today was just one step too far."" Speaking of Powell's goal, he said: ""It was a wonder strike from a prodigious talent and we couldn't do much about that one"". Powell signed for Manchester United two weeks after the final. The defeat was Cheltenham's first in the play-offs, having won five and drawn three of their previous post-season matches.",0.6666666666666666
188,"In mechanical time clocks, this was accomplished by inserting a heavy paper card, called a time card, into a slot on the time clock. When the time card hit a contact at the rear of the slot, the machine would print day and time information (a timestamp) on the card. One or more time cards could serve as a timesheet or provide the data to fill one. This allowed a timekeeper to have an official record of the hours an employee worked to calculate the pay owed an employee.",1.0
189,"That day, talking about a possible solution of the conflict, Hovannisian also stated that the solution ""should be a complex, integral, immediate and guaranteed"" one ""that I will be able to report to the people to end this standoff."" His request to put up a tent was rejected by the police.",1.0
190,"We are not the answer to all problems and we are definitely not the reason for such a crisis. We are just part of what Brazil is doing for the next 20 years....the light FIFA is being shown in here, is the wrong one. He also reaffirmed that the protests had not caused FIFA to consider moving the 2014 World Cup away from Brazil.",1.0
191,"Sidya Touré of the Union of Republican Forces, an opposition party, denounced the decision as ""a political delay, not a technical one""; he also claimed that the government was unwilling to finance CENI and was inhibiting CENI's work. Touré warned against any further delay, saying that it would ""lead to further despair and fresh protests"".",0.6666666666666666
192,"Italian Deputy Prime Minister Angelino Alfano stated that the incident highlighted the need for European assistance to handle the continuing influx of refugees, declaring the shipwreck ""a European tragedy, not just an Italian one[...] The toll is unfortunately a tragic one"". A national day of mourning was also announced in Italy.",1.0
193,"Italian Deputy Prime Minister Angelino Alfano stated that the incident highlighted the need for European assistance to handle the continuing influx of refugees, declaring the shipwreck ""a European tragedy, not just an Italian one[...] The toll is unfortunately a tragic one"". A national day of mourning was also announced in Italy.",0.3333333333333333
194,"In the 4th quarter, with it only being a 6-point game, Mark Dantonio called a fake punt on 4th and 4 as punter Mike Sadler ran for 25 yards to the Iowa 38 yard line to pick up the first down. As with most Spartan trick plays, coach Dantonio coined this one ""Hey diddle, diddle, send Sadler up the middle"". Michigan State would add another field goal, as Michael Geiger made his 3rd kick of the day, this time from 49 yards, to make the score 23–14.",1.0
195,"It is perhaps the easiest to understand TDI devices by contrast with more well-known types of CCD sensors. The best known is the staring array one. In it, there are hundreds or thousands of adjacent rows of specially engineered semiconductor which react to light by accumulating charge, and slightly separated in depth from it by insulation, a tightly spaced array of gate electrodes, whose electric field can be used to drive the accumulated charge around in a predictable and almost lossless fashion.",1.0
196,"Then, the readout speed from the sensor is adjusted so that the charge packets in the imaging plane track the object, accumulating charge over time. This is effectively the same as spinning the spacecraft or other platform to match the viewing angle towards an object; it yields time integration in the digital domain, instead of the physical one. Physical tracking and superimposition of images can be applied in addition, as more traditional forms of TDI.",0.5
197,"It follows Secretary-General Ban Ki-moon's comments four days earlier expressing regret over a failure to elect a new president and calling for a new one ""without delay."" Similarly, the International Support Group for Lebanon (ISGL) called for strong work amongst national leaders to quickly elect a new president, while also saying the Tammam Salam government needed to remain functional.",1.0
198,"U.N. Special Coordinator for Lebanon Derek Plumbly said: ""We underline again that there is no international impediment to [holding the presidential election]. On the contrary, while the process must remain a purely Lebanese one, Lebanon’s friends within the international community stand ready to offer Lebanon every possible encouragement and support at this time.""",0.6666666666666666
199,"In victory lane, Johnson stated that the result said ""a lot of good things"" and he was ""just so excited that the guys could understand...so, this new team could understand what I was complaining about and things I didn't like about my race car"". Harvick explained that he ""had one bad restart there where I spun the tires on the outside and we just never recovered from that one"" but stated that he had ""to thank everybody on this car for everything they do"".",1.0
200,"President François Hollande called the plane incident ""a serious one"" and said that Turkey is providing information to NATO to investigate the circumstances. He also called for the prevention of any escalation of the situation.",1.0
201,"The Liberal Democrats said that they would talk first to whichever party won the most seats. They later campaigned on being a stabilising influence should either the Conservatives or Labour fall short of a majority, with the slogan ""We will bring a heart to a Conservative Government and a brain to a Labour one"".",1.0
202,"Previously on 5 March, Rajoy had staged what was regarded as his first pre-election rally, asking Sánchez to abstain and let his party govern ""as the most-voted one"", but acknowledging that the PSOE was unwilling to ""come to terms"" with him and that he had lost the key support from C's. As a result, political pundits started to point out that the PP was gearing up itself for a new election campaign.",1.0
203,"Sectors within the PP deflected making any offer until Sánchez's acceptance to enter into formal talks, while hinting at him not being the best PSOE ""interlocutor"" and preferring another person to negotiate with Rajoy so as to ""stop the recreation, theaters and games"", though it was said that Rajoy would have been willing to have Sánchez as his deputy in a grand coalition scenario. On 11 April, PSOE's spokesperson Antonio Hernando replied to this that ""Mr. Rajoy can save any offer for himself, if he had planned in making one"".",1.0
204,"In the last days of the campaign, Viktor Orbán gave numerous interviews to pro-government media to convince people of the importance of voting. On 22 September, he said to Origo.hu that ""if the referendum is valid and conclusive, its consequences are of a different nature, compared to a more stunted one"". He added that ""[opposing] the forced quota is the cause of all of the 3,200 local governments"" and also called 2 October ""3,200 local referendums at the same time"".",1.0
205,"Several groups led by Antifa (Anti-Fascist Action) Sacramento and BAMN (By Any Means Necessary) organized a counter protest. BAMN issued a statement saying that ""collective power through mass militant direct action can shut these Nazis down and deal the fascists and white-supremacists a decisive tactical defeat"". Antifa Sacramento stated that ""fighting fascism was not a political duty, but a moral one"", and called for direct action against them.",1.0
206,"The CEPR report said the OAS ""provided no evidence to support these statements suggesting that the quick count could be wrong"" and postulated that the irregularities they perceived were instead merely the result of normal geographic voting patterns, noting that ""later-reporting areas are often politically and demographically different from earlier ones"". The CEPR report argued that due to Morales' voter base being in more rural regions, the later-arriving results from peripheral areas were more likely to be in his favor.",1.0
207,"The Satanic Temple has threatened to sue the State of Mississippi if the phrase ""In God We Trust"" is included on the flag. Americans United for Separation of Church and State declared the state's actions as trading ""a white nationalist symbol for a Christian nationalist one"". Both the American Humanist Association and Americans United for Separation of Church and State have published their own editorials in disagreement with the use of the phrase on a new flag.",1.0
208,"Analysts Diego Pereira and Lucila Barbeito of JPMorgan Chase & Co described the new congress as being ""even more antagonistic to the [Vizcarra] government than the previous one"" while Americas Quarterly wrote that the four main right-wing parties of congress – Alliance for Progress, Podemos Perú, Popular Action and Union for Peru – feared Vizcarra's anti-corruption measures on campaign financing, political transparency and the participation of convicted persons in government.",1.0
209,"Attackers directed victims to log into a fake internal Twitter VPN. To bypass two-factor authentication, attackers entered stolen credentials into the real Twitter VPN portal, and ""within seconds of the employees entering their info into the fake one"", asked victims for the two-factor authentication code.",1.0
210,"However, after examination of the amendments in question, as well as the one discounting previous presidential terms before the amendment enters into force, the Constitutional Court found no contradictions. Some consider the introduction and adoption of the amendments as being a form of self-coup or autocoup as it removed term limits on the Presidency and grants Putin more authority.",1.0
211,"The delayed implementation was criticized by UCSF scientist and COVID-19 expert Dr. Monica Gandhi who said it had no scientific rationale, while potentially causing harm by suggesting there is ""still a danger when there isn't one"". Isaac Hale, a lecturer of political science at UC Davis, said partisan politics concerning the recall may have been a factor in the decision:",0.6666666666666666
212,"Māori Party co-leader Debbie Ngarewa-Packer was ""cautiously optimistic"" about the budget, praising the government for ""accept[ing] a need to take a targeted approach rather than a universal one"". National Party and Opposition leader Judith Collins said that the Government ""lacks the plan and ambition"" in this budget and that it does not offer ""any direction for getting the country back on track to prosperity"" and that it is ""setting New Zealand up to fail"".",0.6666666666666666
213,"Warren Martyn and Adrian Wood, the authors of the book I Can't Believe It's a Bigger and Better Updated Unofficial Simpsons Guide, called it ""an untypical episode, and a very good one"", naming the Skinner and Chalmers story as the best. In The A.V. Club, Emily St. James praised the episode: “'22 Short Films” is fundamentally an experiment, an attempt by the series to do something different at a time when coming up with stories must have started to get exhausting.",1.0
