text_id,human_text,human_acc
110,"Stevenson carried 67 of Mississippi’s 82 counties, running up huge margins in the northeastern corner and rural areas of the state. Eisenhower, whose Mississippi electors were “Independent”, carried fifteen counties, the first time a national Republican had carried any since Herbert Hoover in 1928 carried Pearl River County, George County and Stone County, and only the second since Benjamin Harrison in 1888. His main base of support came from the western counties along the Mississippi River, which had a high concentration of nonvoting African Americans, including Hinds County, home to the state capital Jackson.",0.6666666666666666
111,"Stevenson carried 67 of Mississippi’s 82 counties, running up huge margins in the northeastern corner and rural areas of the state. Eisenhower, whose Mississippi electors were “Independent”, carried fifteen counties, the first time a national Republican had carried any since Herbert Hoover in 1928 carried Pearl River County, George County and Stone County, and only the second since Benjamin Harrison in 1888. His main base of support came from the western counties along the Mississippi River, which had a high concentration of nonvoting African Americans, including Hinds County, home to the state capital Jackson.",0.0
112,"February 21 – Cunard liner Aquitania arrives at the scrapyard in Faslane at the end of a 36-year career, the longest of any in the 20th Century.",1.0
113,"Flexing his knees and holding the ball to his chest, Robinson let fly the one-handed shot he had practiced hundreds of times a day on his childhood courts in San Diego. It was the same shot he had already missed three times in a row, and he hadn't sunk any from that far out. But this time the ball went in. Screaming fans poured onto the court.",0.6666666666666666
114,"The locked aircraft slid 180 metres (200 yd) across the grass before coming to rest. As far as Fuller was concerned, the touchdown was better than any he had made when practising touch-and-go landings at Forest Hill airfield the previous day. His acting commanding officer, Squadron Leader Cooper, declared the choice of improvised runway ""perfect"", and the landing itself as a ""wonderful effort"".",1.0
115,"On November 18, 1933, Michigan played Bernie Bierman's Minnesota Golden Gophers. Like the Illini two weeks earlier, Minnesota had two weeks to prepare for the Wolverines following a bye week. The game ended in a scoreless tie. Each team attempted three passes, and neither team completed any. Two of Michigan's three pass attempts were intercepted by Minnesota. Bierman's Golden Gophers also held Michigan to 58 rushing yards.",1.0
116,"The pole vault competition had the highest quality of any in the world yet; Graber broke both the amateur world record of Lee Barnes and the unofficial professional record of Charles Hoff, while Miller equaled the Barnes record. Four vaulters (Jefferson, Don Zimmerman, Fred Sturdy and Bud Deacon) cleared 13 ft 10+1⁄4 in; the third and final Olympic spot was decided by a jump-off, in which Jefferson prevailed.",1.0
117,"The Romanians made their man advantage pay; their 3–1 win included two late goals and the fastest goal of the tournament; Adalbert Deșu opened the scoring after just 50 seconds. This match had the smallest crowd of any in World Cup history. The official attendance was 2,459, but the actual figure is generally accepted to be around 300.",1.0
118,"Cardiff City had entered the Football League in 1920, winning promotion from the Second Division in its first attempt after finishing as runners-up. The team had adapted well to the top tier of English football finishing in fourth place during the 1921–22 season and expectations ahead of the 1922–23 season had been high with The Times describing the team as being considered ""as good a team as any in the First Division of the League"". However, despite being the highest scoring team in the First Division, Cardiff endured a disappointing campaign and eventually finished in ninth position.",1.0
119,"This was partly due to the Plaids' stubborn defense and also to a slight condition of staleness resultant from the previous hard games without a letup. Tech had a wonderful team though, and it looked as good as any that had been met. The play was slow and long drawn out on account of the over alertness of the officials.",1.0
120,"With slums as bad as any in the world,[...]the Montrealer takes little interest in the affair of his city.",0.6666666666666666
121,"The Big Red performed well, winning two and tying once, but they were unable to schedule any further games until the four weeks later when they went on another road trip. Their second sojourn went poorly as they were beaten in each of the three games and did not play particularly well in any.",1.0
122,"Yale began its season poorly, losing its first three games and not contending much in any. However, because those game were against professional hockey clubs, the losses did not harm the Elis as far as the Intercollegiate season went. When they did play their fellow colleges, starting in mid-January, Yale's recent embarrassment against the pros may have lit a fire under them because the Bulldogs torched their next three opponents.",1.0
123,"Yale and Penn both claim 1907 as a national championship season. Although Yale was named as champion by 6 different entities, Penn was not named champion by any. Penn's claim to the championship is only by the university itself.",1.0
124,"In the 1967 Wisden Cricketer's Almanack, A. A. Thomson described this series as ""a rubber more exciting than any in history except the Australia v West Indies series in 1960–61"". This description came despite the fact that Australia had secured the series after four of five matches, leading 2–0 before the final Test; the first two matches had been drawn due to rain, with the second match at Lord's yielding only 38 overs in three days.",1.0
125,"The season opened with a 26–0 defeat of Mercer. Fearing Georgia scouts watching for signals, Auburn did not use any throughout the game.",0.75
126,"On paper this side looked as good as any in the First Division but there was uncertainty over the ability of the inexperienced goalkeeper, Harry Briggs, who had stepped in to make just one appearance the previous season after the departure of Jack Hillman.",1.0
127,"We were a lot of inexperienced players, without team work, depending entirely on individual play. Our half-backs, I believe, were equal to any we met, but our line was weak, the men being light and having little experience. Most of us had never played in a match game and some of us had never seen a copy of the rules.",0.6666666666666666
128,His job was to record all the horses that he could see on the finishing straight at the point the first horse in the race reached his position. Only these horses would be recorded as finishers and any that followed on after were regarded under the term 'distanced'. This however added to the confusion of exactly how many horses finished in the Grand Nationals prior to 1865 when the practice was done away with.,1.0
129,"Of the French Canadians, he says, ""If it be only for their laws and particular usages that they are struggling, surrounded, as they are, by people of other races, they must be aware that they would be made to undergo, if they lost British protection, a much more violent change than any which they have yet had to endure; and certainly, greater and more general than any which we may mean to prescribe for them.""",1.0
130,"The caller explains that he will be offered a series of thirteen challenges, each of which will result in greater rewards. If he fails to complete any of them, interferes in the game, or reveals the game, he will forfeit all the money, including any he already won.",0.3333333333333333
131,"Epps questions and threatens Northup, but Northup convinces him Armsby is lying. Northup burns the letter. Patsey is caught by Epps going to a neighboring plantation to acquire soap, as Mrs. Epps will not let her have any. Epps orders Northup to whip Patsey, which he reluctantly does, but Epps demands he strike her harder, eventually taking the whip and beating Patsey nearly to death.",0.8333333333333334
132,"The revival also garnered four additional Tony nominations, but failed to win any. In June 2010, McDonald reprised her Tony-nominated role in a two-week fundraising production of the show for the Hale Center Theater in Orem, Utah. A recording of this production was released on June 12, 2007, by PS Classics. It drops the ""Overture"" but adds two tracks of dialogue.",1.0
133,"The foreman of Squad A in the underground labor facility. He is from Kumamoto Prefecture. Like Ōtsuki, he is a manga fan, and was shocked when the magazine Shōnen King stopped publishing. In chapter 42, he was found to be a two-time divorcee, and in chapter 61, it was revealed that he also had children. He wonders if the accumulation of habitual carelessness, such as his wife eating all of the pears that she has cut into 4-5 equal pieces without leaving any for the family, was the cause of the divorce.",0.0
134,"The 14 cm/40 11th Year Type naval gun was the standard surface battery for Japanese submarine cruisers of World War II. Most carried single guns, but Junsen type submarines carried two. Japanese submarines I-7 and I-8 carried an unusual twin mounting capable of elevating to 40°.",1.0
135,"9th Lancashire Fusiliers had been serving in 125th Infantry Brigade of 42nd (East Lancashire) Infantry Division, which were redesignated 10th Armoured Brigade and 42nd Armoured Division respectively. All three regiments in the brigade were drawn from the Lancashire Fusiliers and underwent simultaneous conversion to armour (the other two became 108 RAC and 109 RAC respectively).",1.0
136,"Four cardinals, one created by Urban VI, one by Boniface IX and two by Innocent VII, did not participate in this conclave.",1.0
137,"Four cardinals, one created by Urban VI, one by Boniface IX and two by Innocent VII, did not participate in this conclave.",1.0
138,"Five Mk I units were supplied to the Navy and were in action in France in 1918; six Mk I units were supplied to the Army late in 1918 and were not sent to France; five Mk II units were ordered in October 1918, three were canceled, and the first of the two completed was tested in August 1919.",1.0
139,"Five Mk I units were supplied to the Navy and were in action in France in 1918; six Mk I units were supplied to the Army late in 1918 and were not sent to France; five Mk II units were ordered in October 1918, three were canceled, and the first of the two completed was tested in August 1919.",0.6666666666666666
140,"Five Mk I units were supplied to the Navy and were in action in France in 1918; six Mk I units were supplied to the Army late in 1918 and were not sent to France; five Mk II units were ordered in October 1918, three were canceled, and the first of the two completed was tested in August 1919.",1.0
141,"Babel, Dreamgirls and Little Miss Sunshine received the highest number of nominations among the film categories, with each getting three, two for acting and one for ensemble performance, however only Dreamgirls won more than one award. In the television categories The Sopranos and Broken Trail had the most nominations, with three but it was the mini-series Elizabeth I and the medical drama Grey's Anatomy which won the most awards, with two each.",0.5
142,"Babel, Dreamgirls and Little Miss Sunshine received the highest number of nominations among the film categories, with each getting three, two for acting and one for ensemble performance, however only Dreamgirls won more than one award. In the television categories The Sopranos and Broken Trail had the most nominations, with three but it was the mini-series Elizabeth I and the medical drama Grey's Anatomy which won the most awards, with two each.",0.5
145,"Babel, Dreamgirls and Little Miss Sunshine received the highest number of nominations among the film categories, with each getting three, two for acting and one for ensemble performance, however only Dreamgirls won more than one award. In the television categories The Sopranos and Broken Trail had the most nominations, with three but it was the mini-series Elizabeth I and the medical drama Grey's Anatomy which won the most awards, with two each.",1.0
146,"On 5 March, the 15th Tank Battalion began fighting for Mannikkala and Tali, defended by the Finnish 62nd Infantry Regiment. The battalion captured Manikkala on 8 March, losing six tanks burned out and two damaged. This occurred despite the narrowing of the advance by flooded land on both sides of the road and the Finnish anti-tank obstacles.",1.0
147,"After making gaps in the defenses by the morning of 3 December, the 13th Tank Battalion, 205th Reconnaissance Battalion, and 158th Rifle and Machine Gun Battalion attacked Suurporkku, which they captured by the end of the day before moving to Rautu. The 15th Battalion reached the village of Suokas on 4 December, but lost one tank destroyed by a mine and two by anti-tank guns while trying to cross an anti-tank ditch.",0.6666666666666666
148,"Eight enemy aircraft were seen and a combat began. Lt. Putnam destroyed one enemy plane, however he was later killed in action during another combat near Limey. The next day, ten 139th planes engaged in a free-for-all combat with German aircraft in the region of Bayonville, in which four enemy planes were destroyed and two more were claimed (but not confirmed) without loss.",0.6666666666666666
149,"In the SMASS classification, Cincinnati is a Xk-type, a subtype that transitions from the X-type to the uncommon K-type asteroids, while the Wide-field Infrared Survey Explorer classifies it as a metallic M-type asteroid. By 2014, Cincinnati is the only of three Cybele asteroids for which a spectral type has been determined; the other two are 522 Helga and 692 Hippodamia, an X- and S-type, respectively.",1.0
150,"On 5 December the battery was ordered back to the Arras sector to join 83rd HAG in XIII Corps with First Army. The battery moved by road, arriving on 12 December. It established a Forward Section of two guns at Bailleul-Sir-Berthoult ('M') on the forward slope of Vimy Ridge and the other two as the Rear Section at Maison de la Cote ('X2') on the Arras–Bailleul road, while also digging gun pits in a sunken road as an alternative position for two guns ('N').",1.0
151,"Next day 135th Siege Bty began moving forward to Feuchy Chapel, but the traffic congestion was so bad that the leading section could not pull its guns into position until after daybreak on 13 April, when it came under considerable enemy shelling. The two guns were in position by 13.30 and registered by 15.00; the other two came up during the day and were ready for action by 18.30.",1.0
152,"Victims were only ill for two or three days and died suddenly, their bodies almost sound… They had swellings in the armpits and groin, and the appearance of these swellings was an unmistakable sign of death… Soon, in many places, of every twenty inhabitants only two remained alive. The mortality was so great at the hospital of Paris that for a long time more than 500 bodies were carried off on wagons each day, to be buried at the cemetery of the Holy Innocents.",0.6666666666666666
153,"In keeping with British Army practice at the same time as the infantry battalions were forming, airborne supporting arms were formed including Royal Army Medical Corps volunteers. Of the seven airborne field ambulances formed during the Second World War, two were glider borne the 181st and the 195th. While the other five were parachute trained the 16th, 127th, 133rd, 224th and the 225th.",1.0
154,"The 130th worked with Kuwaiti engineers to breach the berm in 12 places, and the 3rd Infantry Division's Brigade Combat Teams moved through, starting the Iraq War. After combat forces moved through, the brigade and the Kuwaitis then sealed off ten of these breaches to prevent Iraqi forces from using then, leaving two open for US forces that followed from the 82nd and 101st.",1.0
155,"The station has eight public entrances: two at 12th Street, three at 13th Street, and two at 14th Street (including one from Frank H. Ogawa Plaza), plus one from the belowground plaza of Oakland City Center near 13th Street. Surface elevators are located at the Ogawa Plaza entrance and at the southwest 12th Street entrance, while the platform elevator is at the south end of the station.",1.0
158,"The station has eight public entrances: two at 12th Street, three at 13th Street, and two at 14th Street (including one from Frank H. Ogawa Plaza), plus one from the belowground plaza of Oakland City Center near 13th Street. Surface elevators are located at the Ogawa Plaza entrance and at the southwest 12th Street entrance, while the platform elevator is at the south end of the station.",1.0
159,"In preparation for the next attack (the Battle of Poelcappelle on 9 October), 12th Gloucesters was in Sanctuary Wood, where it was under observation and artillery fire from the enemy and movement was restricted to duckboard tracks. On 8 October the battalion was split, with two companies providing carrying parties and the other two in the support line behind 1st Bn Cheshire Regiment.",1.0
160,There may have also been an autofretted mono-block barreled version of the same gun. Estimates on the length of the barrel range between 40 and 45 calibers. The 11th Year Type barrel rested in a ring cradle on a pedestal mount and had a hydro-pneumatic recoil mechanism that consisted of one recoil cylinder below the barrel and two on top.,1.0
161,"The appearance of the interrogation room where Cole is being interviewed by the scientists was based on the work of Lebbeus Woods; these scenes were shot at three power stations (two in Philadelphia and one in Baltimore). Gilliam intended to show Cole being interviewed through a multi-screen interrogation TV set because he felt the machinery evoked a ""nightmarish intervention of technology.",0.3333333333333333
162,"The appearance of the interrogation room where Cole is being interviewed by the scientists was based on the work of Lebbeus Woods; these scenes were shot at three power stations (two in Philadelphia and one in Baltimore). Gilliam intended to show Cole being interviewed through a multi-screen interrogation TV set because he felt the machinery evoked a ""nightmarish intervention of technology.",0.0
163,"All 22 living cardinals participated in the conclave; 12 of them were created by Celestine V, five by Nicholas IV, two by Nicholas III, one by Urban IV and one by Honorius IV.",1.0
164,"All 22 living cardinals participated in the conclave; 12 of them were created by Celestine V, five by Nicholas IV, two by Nicholas III, one by Urban IV and one by Honorius IV.",0.8333333333333334
165,"All 22 living cardinals participated in the conclave; 12 of them were created by Celestine V, five by Nicholas IV, two by Nicholas III, one by Urban IV and one by Honorius IV.",0.5
166,"Gardner states that the effects work was extremely stressful, as he wanted to do justice to the story; he credits James Franco equally with the success of the effects work. Three prosthetics were used in all, with two designed to show the innards of the arm and another to emulate the outside of it. Franco would later note that seeing blood on the arm was difficult for him and his reactions in those scenes were genuine.",1.0
167,"Gardner states that the effects work was extremely stressful, as he wanted to do justice to the story; he credits James Franco equally with the success of the effects work. Three prosthetics were used in all, with two designed to show the innards of the arm and another to emulate the outside of it. Franco would later note that seeing blood on the arm was difficult for him and his reactions in those scenes were genuine.",1.0
168,"The New York state election, 1902, was held on November 4. Gov. Benjamin B. Odell Jr. was re-elected; and State Senator Frank W. Higgins was elected Lieutenant Governor; both Republicans. Of the other six statewide elective offices up for election, four were carried by the Republicans and two by the Democrats. The approximate party strength at this election, as expressed by the vote for Governor, was: Republicans 665,000; Democrats 656,000; Social Democrats 23,000; Prohibition 20,000; Socialist Labor 16,000; and Liberal Democrats 2,000.",1.0
169,"The New York state election, 1902, was held on November 4. Gov. Benjamin B. Odell Jr. was re-elected; and State Senator Frank W. Higgins was elected Lieutenant Governor; both Republicans. Of the other six statewide elective offices up for election, four were carried by the Republicans and two by the Democrats. The approximate party strength at this election, as expressed by the vote for Governor, was: Republicans 665,000; Democrats 656,000; Social Democrats 23,000; Prohibition 20,000; Socialist Labor 16,000; and Liberal Democrats 2,000.",1.0
170,"On 19 June 1916, the entire Michigan National Guard was called out for service on the Mexican border instigated by raids on American border towns by the Mexican Pancho Villa. The Thirty-second was mustered into federal service on the first of July. The organization of the 2nd included four companies from Grand Rapids, two from Kalamazoo, and one each from Coldwater, Adrian, Ionia, Grand Haven, Muskegon and Big Rapids. This war also became known as the Pancho Villa Expedition.",1.0
171,"On the creation of the Territorial Force in 1908, two Volunteer battalions from the East Lancashire Regiment, the 4th and 5th, and two from the Manchester Regiment, the 9th and 10th, were organised into an East Lancashire Brigade within the East Lancashire Division.",0.5
172,"But if Giovanni Gaetano Orsini was really one of their leaders, then his relatives Matteo Orsini Rosso and Giacomo Savelli should also be added here, and since Henry of Segusio is also likely to have belonged to this faction, its true size would have amounted to nine cardinals. The imperial party, on the contrary, could not have had more than ten members, including two who had died during the sede vacante.",1.0
173,"According to Sternfeld it is possible to identify not only two, but as many as four parties in the Sacred College, of which two were pars Caroli and pars Imperii in the strict sense, while the remaining two represented the factions inside the Roman aristocracy.",1.0
174,"At the death of Clement IV there were twenty cardinals in the Sacred College. One cardinal (Rodolphe of Albano) was absent throughout and died during the vacancy. The other nineteen cardinals participated in the election in 1269, but two died before the cardinals settled on a new pope.",1.0
175,"Napier wrote to the Chief of the Staff on Christmas Day of this action ""Although they did not lose many men killed, the capture of their horses and property must tend greatly to cripple and break up the party. I hear that two of the elephants were left in the Arone jungles, and may be recovered; there are, therefore, only two remaining with the enemy.",1.0
176,"In December 1949 the 121st Fighter Squadron converted from its P-47s to F-84C Thunderjets as the first Air National Guard squadron to be equipped with jet aircraft. It was not to be a happy relationship. During 1950, the 121st had lost four Thunderjets in accidents, and two more to undetermined other causes.",1.0
177,"The target would then be allocated to one of the firing units and target designation data and operational orders were transmitted by the datalink which also supplied information from the firing unit on operational status. The firing unit had a J-band monopulse 17 km range single target tracking radar mounted concentrically with the launcher turret, which carried four ready to launch missiles, two on each side.",0.6666666666666666
178,12.8 cm Kanone 81/3: K 44 mounted on a Gerät 579 Medium Weapons Carriage. Krupp version. 4-wheeled version where two wheels at one end and two at the other. Firing position allows 360° traverse.,1.0
179,"This increased the range from 18,400 yards (16,800 m) to 30,100 yards (27,500 m). Eleven of these batteries were in the continental United States, with two in Panama, one in Hawaii, and two one-gun batteries at Fort Mills on Corregidor in the Philippines. The guns were originally in open mounts with protected magazines, but most were casemated against air attack, beginning in 1940 as World War II approached the United States.",1.0
180,"This increased the range from 18,400 yards (16,800 m) to 30,100 yards (27,500 m). Eleven of these batteries were in the continental United States, with two in Panama, one in Hawaii, and two one-gun batteries at Fort Mills on Corregidor in the Philippines. The guns were originally in open mounts with protected magazines, but most were casemated against air attack, beginning in 1940 as World War II approached the United States.",0.6666666666666666
181,"This increased the range from 18,400 yards (16,800 m) to 30,100 yards (27,500 m). Eleven of these batteries were in the continental United States, with two in Panama, one in Hawaii, and two one-gun batteries at Fort Mills on Corregidor in the Philippines. The guns were originally in open mounts with protected magazines, but most were casemated against air attack, beginning in 1940 as World War II approached the United States.",1.0
182,"11th Street is one of three stations on the Market–Frankford Line that is not ADA-accessible, the other two being 34th Street and Spring Garden stations. The addition of elevators in the station was announced in SEPTA's 2021–2032 Capital Program proposal; the station platforms would be rehabilitated and made accessible to passengers with disabilities by 2023 at an estimated cost of $9.51 million.",1.0
183,"A second bridge was constructed in 1873, and replaced in 1907. A modern, four-lane bridge replaced the older bridge in 1965, and a second four-lane bridge added in 1969. In 2009, construction began on three spans (two carrying freeway traffic, one carrying local-only traffic) to replace the 1965 and 1969 bridges. The northbound bridge opened to traffic in December 2011 while the southbound bridge open to traffic in January 2012.",1.0
184,"A second bridge was constructed in 1873, and replaced in 1907. A modern, four-lane bridge replaced the older bridge in 1965, and a second four-lane bridge added in 1969. In 2009, construction began on three spans (two carrying freeway traffic, one carrying local-only traffic) to replace the 1965 and 1969 bridges. The northbound bridge opened to traffic in December 2011 while the southbound bridge open to traffic in January 2012.",0.8333333333333334
185,"Two years later, in 1922, six Battalions were disestablished and at the next year the remaining Battalions followed. However, three Battalions subordinated to the local Legion remained in existence: two in Rome and one in Palermo.",1.0
186,"Two years later, in 1922, six Battalions were disestablished and at the next year the remaining Battalions followed. However, three Battalions subordinated to the local Legion remained in existence: two in Rome and one in Palermo.",0.5
187,"Three weeks later, The Daily Dot published an interview with Wright. He told reporter Mike Wehner that he was a U.S. citizen who lives in Poland, and that the videos were meant as an art project. After finishing the video, in May 2015, he had left three copies, two on discs in a subway and park in Poland, and the last one posted to 4chan. Reporter Mike Wehner concluded thus that the YouTube user AETBX had no involvement in the video's creation.",0.3333333333333333
188,"The members of the brigade were from the throughout the region of Istria. It had battalions in Pula, Rovinj and Labin. With just four battalions it covered the whole of Istria: one in Umag, Pazin, and two in Pula, the 1st and the 4th. It was the first major organized military unit from Istria. More than six and a half thousand members from southern Istria joined the brigade.",1.0
189,"The members of the brigade were from the throughout the region of Istria. It had battalions in Pula, Rovinj and Labin. With just four battalions it covered the whole of Istria: one in Umag, Pazin, and two in Pula, the 1st and the 4th. It was the first major organized military unit from Istria. More than six and a half thousand members from southern Istria joined the brigade.",1.0
190,"The 1st Panzer Division captured Ostrov on July 4, piercing the former Stalin Line defenses. At the same time the 6th Panzer Division crushed the Soviet defenses along the Velikaya south of Pskov, largely due to the delayed arrival of the divisions of 41st Corps; as of that morning although 20 of the trains carrying the 118th had unloaded, two were still enroute.",0.6666666666666666
191,"The Battle of Brices Cross Roads on 10 June unfolded as Forrest had planned and Sturgis' troops were routed. Union casualties numbered 2,612 men, 18 cannons, and 250 wagons while the Confederates counted 493 killed and wounded. The 114th Illinois went into battle with 397 men and lost 205 men killed, wounded, and missing. Three officers were wounded and two were captured, and the assistant surgeon was killed.",1.0
192,"Twenty two electors were created by Pope Innocent II, ten by Celestine II, two by Pope Callixtus II and one by Pope Paschalis II.",1.0
193,"Twenty two electors were created by Pope Innocent II, ten by Celestine II, two by Pope Callixtus II and one by Pope Paschalis II.",1.0
194,"Twenty two electors were created by Pope Innocent II, ten by Celestine II, two by Pope Callixtus II and one by Pope Paschalis II.",1.0
195,"Eighteen electors were created by Pope Innocent II, two by Pope Callixtus II, one by Pope Honorius II and one by Pope Paschalis II.",1.0
196,"Eighteen electors were created by Pope Innocent II, two by Pope Callixtus II, one by Pope Honorius II and one by Pope Paschalis II.",0.8333333333333334
197,"Eighteen electors were created by Pope Innocent II, two by Pope Callixtus II, one by Pope Honorius II and one by Pope Paschalis II.",1.0
198,"The entrance arch on 41st Street is the same size as that on 42nd Street. Flanking the arch are three bays, two to the west (left) and one to the east (right) of the arch. These bays each contain two rectangular windows on the second floor, two arched windows on the third floor, and a rose window on the fourth floor. A driveway leading to an underground parking garage is located on the first floor underneath the leftmost bay.",0.5
199,"The entrance arch on 41st Street is the same size as that on 42nd Street. Flanking the arch are three bays, two to the west (left) and one to the east (right) of the arch. These bays each contain two rectangular windows on the second floor, two arched windows on the third floor, and a rose window on the fourth floor. A driveway leading to an underground parking garage is located on the first floor underneath the leftmost bay.",0.5
200,"Three of the five by-elections were won by the ODM and two by the PNU. The ODM kept its seats in Emuhaya and Ainamoi constituencies; however, it lost the seat in Nairobi's Embakasi Constituency to the PNU. Counting allied parties and MPs, ODM now has 103 MPs and PNU 104 MPs.",0.5
201,"A total of 17 stellar occultations by Hygiea have been tracked by Earth-based astronomers, including two (in 2002 and 2014) that were seen by a large number of observers. The observations have been used to constrain Hygiea's size, shape and rotation axis.",1.0
202,"108 Regiment RAC was formed at Barnard Castle on 1 November 1941 by the conversion to the armoured role of 1/5th (Bury) Battalion of the Lancashire Fusiliers, a 1st Line Territorial Army infantry battalion. 1/5th Battalion had been serving in 125th Infantry Brigade of 42nd (East Lancashire) Infantry Division, which were redesignated 10th Armoured Brigade and 42nd Armoured Division respectively. All three regiments in the brigade were drawn from the Lancashire Fusiliers and underwent simultaneous conversion (the other two became 109 RAC and 143 RAC).",0.75
203,"Players may initially choose from five snowboarding characters: two from Japan, and one each from Canada, the United States, and the United Kingdom. Each snowboarder has different abilities and is suited for different levels and modes, since each has varying statistics in fields such as technique, speed, and weight.",1.0
204,The Tiger-Cats then chose to wear their black jerseys with black pants; a combination that was worn three times during the regular season. Both teams wore the same uniforms during the entirety of their post-season runs (Winnipeg for three games and Hamilton for two).,0.6666666666666666
205,"During the Finnish Civil War, a few Finnish Red Guard artillery units were armed with M1910 guns and Finnish White Guard units captured 3 guns during the war: two in Helsinki and one in Vyborg. After the war Finland acquired 8 more guns: 4 from France, 2 from Poland and 2 from Latvia, increasing the total number in service to 11 guns. 2 guns were French manufactured and designated as 107 K/13, while the remaining 9 were Russian manufactured and received the designation 107 K/10.",1.0
206,"During the Finnish Civil War, a few Finnish Red Guard artillery units were armed with M1910 guns and Finnish White Guard units captured 3 guns during the war: two in Helsinki and one in Vyborg. After the war Finland acquired 8 more guns: 4 from France, 2 from Poland and 2 from Latvia, increasing the total number in service to 11 guns. 2 guns were French manufactured and designated as 107 K/13, while the remaining 9 were Russian manufactured and received the designation 107 K/10.",1.0
207,"In addition to the event in 1068, the southern portion of the DST has experienced three other historical events (all having an estimated magnitude of 6.5–7.0) with two in the northern section near the Dead Sea, and one closer to Aqaba. The event in 1212 caused significant damage to towns in the Arabah Valley as well as the destruction of a church on the Sinai Peninsula.",1.0
208,"In addition to the event in 1068, the southern portion of the DST has experienced three other historical events (all having an estimated magnitude of 6.5–7.0) with two in the northern section near the Dead Sea, and one closer to Aqaba. The event in 1212 caused significant damage to towns in the Arabah Valley as well as the destruction of a church on the Sinai Peninsula.",1.0
209,"Directional signs that have been covered indicate that there were two more fare control areas. One exit at the extreme south end had two staircases going to southwestern corner of West 102nd Street and Central Park West, and the other at the extreme north end had two that went to both western corners of West 104th Street.",1.0
210,"Directional signs that have been covered indicate that there were two more fare control areas. One exit at the extreme south end had two staircases going to southwestern corner of West 102nd Street and Central Park West, and the other at the extreme north end had two that went to both western corners of West 104th Street.",1.0
211,"Quotes praising the film were provided by several prominent members of the military for use in advertising, including General John J. Pershing and Theodore Roosevelt Jr., the Assistant Secretary of the Navy. Years later, in a publicity interview for The Return of Chandu, Bela Lugosi commented on the irony of being a propagandist for naval expansion when his native country, landlocked Hungary, ""has no navy nor needs any!""",1.0
212,"""The well known trouble with RQFT,"" Sachs wrote, ""is that when its formal expression is examined for its solutions, it is found that it does not have any! This is because of infinities that are automatically generated in this formulation."" Through general relativity, he instead produced a myriad of theoretical results without resorting to arbitrary parameters or renormalization, some in closer agreement with experiment than derived from quantum field theory, e.g. for the Lamb splitting with N = 4.",1.0
213,"Many bishops, priests, and religious men and women, together with many of the faithful, were imprisoned, sent to re-education camps, underwent torture and show trials. Pope Pius XII issued in 1952 the encyclical Cupimus Imprimis, in which he accused the persecutors and defended the Church, ""a stranger to no people on earth, much less hostile to any"" against the accusation of being against the people of China.",1.0
214,"Barton's room is sparsely furnished with two large windows facing another building. The Coens later described the hotel as a ""ghost ship floating adrift, where you notice signs of the presence of other passengers, without ever laying eyes on any."" In the film, residents' shoes are an indication of this unseen presence; another rare sign of other inhabitants is the sound from adjacent rooms.",1.0
215,"""The King of England orders his rebellious subjects to lay down their arms"", and warned that, if they stand the battle, no quarter whatever would be given, to which Colonel Greene promptly replied, ""We ask no quarters, nor will we give any"". The garrison at the fort replied that they would defend the fort to the last man.",0.6666666666666666
216,"By March 1872 Jones recorded that ""The party to whom the pond near the Quainton Station belongs is making complaints about our having water and I expect he will be using force to prevent our getting any"". A wooden water tower was built at Brill station, and a large water tower known as the Black Tank was built in the fork of the main line and Church Siding.",1.0
217,"The Lancer's performance when flying on a single engine is notably poor; in a column for AOPA Pilot, author Barry Schiff summarized the airplane's single-engine performance by writing that ""...it doesn’t have any"". Since the Lancer's fixed-pitch propellers cannot be feathered in flight, the failed engine's propeller generally continues to windmill, creating prodigious drag and yaw.",1.0
218,"Clarence Geist was born and raised on a farm in LaPorte County, Indiana. When he was 18 he left Indiana and spent five years in the far West working in cattle ranching, but returned East when he realized he ""could not make money where there wasn't any"". He settled in Blue Island, Illinois and worked for a year on the Rock Island Railroad as a conductor, and subsequent to that entered the real estate business and served as president of the Cottage Building and Loan in Blue Island.",0.5
219,"By the 1760s, it was Quaker practice to teach slaves how to read and write and to free them at age 21. Yet, Corlies gave his slaves ""no learning [and was] not inclined to give them any"". Known to be hard on his slaves, Corlies severely whipped them for minor causes. Corlies also kept his slaves past the age of 21, and he was one of the last slaveholders in the region.",1.0
220,"In July 1899, as the Second Boer War loomed, Balfour offered to raise a thousand men to go and fight, but it was considered too early to begin that effort. His offer to the minister George Wyndham was ignored by the War Office, and Balfour reacted angrily, complaining that volunteers were ""expected to be fit for service while we are vigorously debarred from seeing any"".",1.0
221,"Critics have asserted that the foundation has supported Christian-oriented research in the field of the scientific study of religions, although the foundation has awarded both the Templeton Prize and numerous grants to persons of widely varied religious backgrounds, having provided extensive funding of Islamic scholarship, Buddhist research, and Jewish public engagement. Wired magazine has noted that ""the scientists who apply to the foundation for support, though, are not required to state their religious beliefs, or to have any"".",1.0
222,"As a whole, the album contains a mixture of several different genres of music, particularly pop standards. Commenting on the diverse musical nature of the album, author Tom Santopietro described as the singer being able to ""cover [...] all fan bases without seriously alienating any"".",1.0
