text_id,text_corpus_ann,Unnamed: 6,text_corpus,one/ones,antecedent type,one-start character offset,one-end character offset,A,antecedent A-start character offset,antecedent A-end character offset,B,antecedent B-start character offset,antecedent B-end character offset,A-antecedent,B-antecedent,A-antecedent.1,B-antecedent.1,antecedent number,one-licensor category,URL,ft_is_ones,ft_is_nppl,ft_is_linguistic,wlen_A,wlen_B,dist_A_ao,dist_B_ao,ft_TAvsCF_dist,A_unigram,B_unigram,ft_uni_TACFlogdiff,human_text,human_acc,correct_human,text,target,expected_answer,gpt_answer,correct_GPT,recheck_GPT,llama_answer,correct_LLaMA,recheck_LLaMA,Gemma_LoRA_answer,correct_Gemma,recheck_Gemma,dataset,version,Item,rater_1,rater_2,rater_3,all_humans,null_count,acc_binary_all3,acc_binary_2,acc_human,is_parallem
129,"In March 1969, Judy Garland held the wedding reception for her marriage to Mickey Deans, her fifth, at Quaglino's. The reception was reported to have been poorly attended, with more waiters than guests; even Garland's daughter Liza Minnelli failed to attend, saying ""I can't make it Mamma but I promise I'll come to your next one!"".",non-parallelism,"In March 1969, Judy Garland held the wedding reception for her marriage to Mickey Deans, her fifth, at Quaglino's. The reception was reported to have been poorly attended, with more waiters than guests; even Garland's daughter Liza Minnelli failed to attend, saying ""I can't make it Mamma but I promise I'll come to your next one!"".",one,discourse,326,328,reception,119,127,daughter,218,225,True,False,non-local,local,npsg,adj,https://en.wikipedia.org/wiki/Quaglino's,0,0,0,9,8,199,101,98,-7.03320407867431,-5.80688285827636,-1.22632122039794,"In March 1969, Judy Garland held the wedding reception for her marriage to Mickey Deans, her fifth, at Quaglino's. The reception was reported to have been poorly attended, with more waiters than guests; even Garland's daughter Liza Minnelli failed to attend, saying ""I can't make it Mamma but I promise I'll come to your next one!"".",1.0,1.0,"In March 1969, Judy Garland held the wedding reception for her marriage to Mickey Deans, her fifth, at Quaglino's. The reception was reported to have been poorly attended, with more waiters than guests; even Garland's daughter Liza Minnelli failed to attend, saying ""I can't make it Mamma but I promise I'll come to your next one!"".",one,reception,WEDDING,0.0,0.0,"next one
Explanation: The pronoun ""one"" refers to the wedding reception, which is the",0.0,0.0,wedding reception,0.0,1.0,gao,one_20,129,True,True,True,3.0,0,1,1,1.0,non-parallem
130,"The social priorities did not, despite the revolutionary nature of the government, include any meaningful attempt to reform the social order. Cromwell declared, ""A nobleman, a gentleman, a yeoman; the distinction of these: that is a good interest of the nation, and a great one!"" Small-scale reform such as that carried out on the judicial system were outweighed by attempts to restore order to English politics.",Modifier Coordination,"The social priorities did not, despite the revolutionary nature of the government, include any meaningful attempt to reform the social order. Cromwell declared, ""A nobleman, a gentleman, a yeoman; the distinction of these: that is a good interest of the nation, and a great one!"" Small-scale reform such as that carried out on the judicial system were outweighed by attempts to restore order to English politics.",one,linguistic,274,276,interest,238,245,nation,254,259,True,False,non-local,local,npsg,adj,https://en.wikipedia.org/wiki/Oliver_Cromwell,0,0,1,8,6,29,15,14,-5.97026777267456,-5.1013593673706,-0.868908405303955,"The social priorities did not, despite the revolutionary nature of the government, include any meaningful attempt to reform the social order. Cromwell declared, ""A nobleman, a gentleman, a yeoman; the distinction of these: that is a good interest of the nation, and a great one!"" Small-scale reform such as that carried out on the judicial system were outweighed by attempts to restore order to English politics.",0.0,0.0,"The social priorities did not, despite the revolutionary nature of the government, include any meaningful attempt to reform the social order. Cromwell declared, ""A nobleman, a gentleman, a yeoman; the distinction of these: that is a good interest of the nation, and a great one!"" Small-scale reform such as that carried out on the judicial system were outweighed by attempts to restore order to English politics.",one,interest,INTEREST,1.0,1.0,Cromwell,0.0,0.0,Cromwell,0.0,0.0,gao,one_12,130,True,True,False,2.0,0,0,1,0.6666666666666666,parallel
131,"Swansea's Home Front magazine wrote, ""Renaissance is really superb. Tracks include 'Casta Diva' [from the opera Norma], 'Pie Jesu,' 'Clair de Lune', and Stephen Sondheim's 'Send in the Clowns'.... If you only buy one classical album, buy this one!"" The Opera Babes' 2006 ""Renaissance"" concert toured songs from both of their albums performed with multi-media special effects and visuals, as well as dancers costumed by designer Elizabeth Emanuel.",non-parallelism,"Swansea's Home Front magazine wrote, ""Renaissance is really superb. Tracks include 'Casta Diva' [from the opera Norma], 'Pie Jesu,' 'Clair de Lune', and Stephen Sondheim's 'Send in the Clowns'.... If you only buy one classical album, buy this one!"" The Opera Babes' 2006 ""Renaissance"" concert toured songs from both of their albums performed with multi-media special effects and visuals, as well as dancers costumed by designer Elizabeth Emanuel.",one,linguistic,243,245,classical album,217,231,Tracks,68,73,True,False,local,non-local,npsg,det,https://en.wikipedia.org/wiki/Opera_Babes,0,0,1,15,6,12,170,-158,-11.4702224731445,-7.03320407867431,-4.43701839447021,"Swansea's Home Front magazine wrote, ""Renaissance is really superb. Tracks include 'Casta Diva' [from the opera Norma], 'Pie Jesu,' 'Clair de Lune', and Stephen Sondheim's 'Send in the Clowns'.... If you only buy one classical album, buy this one!"" The Opera Babes' 2006 ""Renaissance"" concert toured songs from both of their albums performed with multi-media special effects and visuals, as well as dancers costumed by designer Elizabeth Emanuel.",1.0,1.0,"Swansea's Home Front magazine wrote, ""Renaissance is really superb. Tracks include 'Casta Diva' [from the opera Norma], 'Pie Jesu,' 'Clair de Lune', and Stephen Sondheim's 'Send in the Clowns'.... If you only buy one classical album, buy this one!"" The Opera Babes' 2006 ""Renaissance"" concert toured songs from both of their albums performed with multi-media special effects and visuals, as well as dancers costumed by designer Elizabeth Emanuel.",one,classical album,ALBUM,0.0,0.0,"classical album
Explanation: The pronoun ""one"" refers to the classical album mentioned in the sentence",0.0,1.0,this one,0.0,0.0,gao,one_7,131,True,True,,2.0,1,1,1,1.0,non-parallem
132,"Stung by his words, the three older writers hypothesize what would happen should a real-life murder be committed as it is in their books, with outré touches and cryptic clues. Conceivably, it would spark a renaissance of ""Golden Age"" whodunits—perhaps even motivate people to buy their books again. Fired with enthusiasm at the prospect, they resolve to turn their hypothesis into reality: instead of merely writing a fictional murder, they'll commit a real one!",non-parallelism,"Stung by his words, the three older writers hypothesize what would happen should a real-life murder be committed as it is in their books, with outré touches and cryptic clues. Conceivably, it would spark a renaissance of ""Golden Age"" whodunits—perhaps even motivate people to buy their books again. Fired with enthusiasm at the prospect, they resolve to turn their hypothesis into reality: instead of merely writing a fictional murder, they'll commit a real one!",one,linguistic,458,460,murder,428,433,reality,381,387,True,False,local,non-local,npsg,adj,https://en.wikipedia.org/wiki/Over_My_Dead_Body_(play),0,0,1,6,7,25,71,-46,-7.03320407867431,-7.03320407867431,0.0,"Stung by his words, the three older writers hypothesize what would happen should a real-life murder be committed as it is in their books, with outré touches and cryptic clues. Conceivably, it would spark a renaissance of ""Golden Age"" whodunits—perhaps even motivate people to buy their books again. Fired with enthusiasm at the prospect, they resolve to turn their hypothesis into reality: instead of merely writing a fictional murder, they'll commit a real one!",1.0,1.0,"Stung by his words, the three older writers hypothesize what would happen should a real-life murder be committed as it is in their books, with outré touches and cryptic clues. Conceivably, it would spark a renaissance of ""Golden Age"" whodunits—perhaps even motivate people to buy their books again. Fired with enthusiasm at the prospect, they resolve to turn their hypothesis into reality: instead of merely writing a fictional murder, they'll commit a real one!",one,murder,MURDER,1.0,1.0,"a real-life murder
Answer: their books
Answer: their books",0.0,0.0,a real-life murder,0.0,0.0,gao,one_11,132,True,True,True,3.0,0,1,1,1.0,non-parallem
133,"When Dan, Troll and Amanda’s camping excursion is threatened by Iron Bay’s voracious stinging insects, Dan thinks he has the solution: a bug spray package. Unfortunately, the spray doesn’t just repel insects – it also turns you into one! Dan and Amanda are transformed and drawn to the glowing lighthouse, where Copernicus’s flypaper traps them. It’s up to Troll solo to get the antidote before Copernicus can spray the whole town.",non-parallelism,"When Dan, Troll and Amanda’s camping excursion is threatened by Iron Bay’s voracious stinging insects, Dan thinks he has the solution: a bug spray package. Unfortunately, the spray doesn’t just repel insects – it also turns you into one! Dan and Amanda are transformed and drawn to the glowing lighthouse, where Copernicus’s flypaper traps them. It’s up to Troll solo to get the antidote before Copernicus can spray the whole town.",one,linguistic,233,235,insects,200,206,spray,141,145,True,False,local,non-local,nppl,prep,https://en.wikipedia.org/wiki/Packages_from_Planet_X,0,1,1,7,5,27,88,-61,-7.03320407867431,-7.03320407867431,0.0,"When Dan, Troll and Amanda’s camping excursion is threatened by Iron Bay’s voracious stinging insects, Dan thinks he has the solution: a bug spray package. Unfortunately, the spray doesn’t just repel insects – it also turns you into one! Dan and Amanda are transformed and drawn to the glowing lighthouse, where Copernicus’s flypaper traps them. It’s up to Troll solo to get the antidote before Copernicus can spray the whole town.",0.6666666666666666,1.0,"When Dan, Troll and Amanda’s camping excursion is threatened by Iron Bay’s voracious stinging insects, Dan thinks he has the solution: a bug spray package. Unfortunately, the spray doesn’t just repel insects – it also turns you into one! Dan and Amanda are transformed and drawn to the glowing lighthouse, where Copernicus’s flypaper traps them. It’s up to Troll solo to get the antidote before Copernicus can spray the whole town.",one,insects,INSECT,0.0,1.0,Dan and Amanda,0.0,0.0,you,0.0,0.0,gao,one_2,133,True,True,True,3.0,0,1,1,1.0,non-parallem
134,"Faith married New Zealand chef Rian Haynes in 2005, though they separated after eight months and were divorced in 2009. She later said of the marriage, ""It was just a young, frivolous thing. We were in our early twenties and we did something quickly and realised it was a mistake. But we're still close. I am still friends with him. All my other relationships were the ones that screwed me up, not that one!""",Subset,"Faith married New Zealand chef Rian Haynes in 2005, though they separated after eight months and were divorced in 2009. She later said of the marriage, ""It was just a young, frivolous thing. We were in our early twenties and we did something quickly and realised it was a mistake. But we're still close. I am still friends with him. All my other relationships were the ones that screwed me up, not that one!""",ones,linguistic,369,372,relationships,346,358,friends,315,321,True,False,local,non-local,nppl,det,https://en.wikipedia.org/wiki/Paloma_Faith,1,1,1,13,7,11,48,-37,-7.03320407867431,-7.03320407867431,0.0,"Faith married New Zealand chef Rian Haynes in 2005, though they separated after eight months and were divorced in 2009. She later said of the marriage, ""It was just a young, frivolous thing. We were in our early twenties and we did something quickly and realised it was a mistake. But we're still close. I am still friends with him. All my other relationships were the ones that screwed me up, not that one!""",0.8333333333333334,1.0,"Faith married New Zealand chef Rian Haynes in 2005, though they separated after eight months and were divorced in 2009. She later said of the marriage, ""It was just a young, frivolous thing. We were in our early twenties and we did something quickly and realised it was a mistake. But we're still close. I am still friends with him. All my other relationships were the ones that screwed me up, not that one!""",ones,relationships,RELATIONSHIPS,1.0,1.0,All her other relationships,0.0,0.0,relationships,1.0,1.0,gao,one_2,134,True,True,True,3.0,0,1,1,1.0,parallel
135,"Faith married New Zealand chef Rian Haynes in 2005, though they separated after eight months and were divorced in 2009. She later said of the marriage, ""It was just a young, frivolous thing. We were in our early twenties and we did something quickly and realised it was a mistake. But we're still close. I am still friends with him. All my other relationships were the ones that screwed me up, not that one!""",non-parallelism,"Faith married New Zealand chef Rian Haynes in 2005, though they separated after eight months and were divorced in 2009. She later said of the marriage, ""It was just a young, frivolous thing. We were in our early twenties and we did something quickly and realised it was a mistake. But we're still close. I am still friends with him. All my other relationships were the ones that screwed me up, not that one!""",one,linguistic,403,405,relationships,346,358,friends,315,321,True,False,local,non-local,nppl,det,https://en.wikipedia.org/wiki/Paloma_Faith,0,1,1,13,7,45,82,-37,-7.03320407867431,-7.03320407867431,0.0,,,,"Faith married New Zealand chef Rian Haynes in 2005, though they separated after eight months and were divorced in 2009. She later said of the marriage, ""It was just a young, frivolous thing. We were in our early twenties and we did something quickly and realised it was a mistake. But we're still close. I am still friends with him. All my other relationships were the ones that screwed me up, not that one!""",one,relationships,MARRIAGE,0.0,0.0,Faith,0.0,0.0,marriage,0.0,0.0,gao,one_21,135,True,False,True,2.0,0,0,1,0.6666666666666666,non-parallem
136,"The anime character that [Kōji Moromoto] made for the music video is of a girl that he made to really look like me. When I first looked at it, Mr. Morimoto kept drawing girl's faces that I thought looked different from my own, but on the way he must have changed it. I got an explanation out of him, and he said that he only noticed it that moment. I mean, I don't think I'm cute, but I thought he made my image into a really cute one! ... I was really happy about it though!",Subset,"The anime character that [Kōji Moromoto] made for the music video is of a girl that he made to really look like me. When I first looked at it, Mr. Morimoto kept drawing girl's faces that I thought looked different from my own, but on the way he must have changed it. I got an explanation out of him, and he said that he only noticed it that moment. I mean, I don't think I'm cute, but I thought he made my image into a really cute one! ... I was really happy about it though!",one,linguistic,431,433,image,406,410,moment ,341,346,True,False,local,non-local,npsg,adj,https://en.wikipedia.org/wiki/Passion_(Utada_Hikaru_song),0,0,1,5,6,21,85,-64,-5.61254262924194,-7.03320407867431,1.420661449432373,"The anime character that [Kōji Moromoto] made for the music video is of a girl that he made to really look like me. When I first looked at it, Mr. Morimoto kept drawing girl's faces that I thought looked different from my own, but on the way he must have changed it. I got an explanation out of him, and he said that he only noticed it that moment. I mean, I don't think I'm cute, but I thought he made my image into a really cute one! ... I was really happy about it though!",1.0,1.0,"The anime character that [Kōji Moromoto] made for the music video is of a girl that he made to really look like me. When I first looked at it, Mr. Morimoto kept drawing girl's faces that I thought looked different from my own, but on the way he must have changed it. I got an explanation out of him, and he said that he only noticed it that moment. I mean, I don't think I'm cute, but I thought he made my image into a really cute one! ... I was really happy about it though!",one,image,IMAGE,1.0,1.0,Kōji Moromoto,0.0,0.0,image,1.0,1.0,gao,one_9,136,True,,True,2.0,1,1,1,1.0,parallel
137,"Anupama Subramanian from Deccan Chronicle gave the film 3/5 stars, while labelling it as a ""feel-good film with a larger message and a brilliant feat by Vijay which makes the film a not-to-be-missed one!"" Venkateswaran Narayanan from Times of India noted several anachronisms in the film (such as YouTube being used in 2002 when it was actually launched in 2005) but wrote: ""Such minor cribbing apart, all is well with Nanban because Shankar's retelling of 3 Idiots retains its soul and has its heart in the right place"".",non-parallelism,"Anupama Subramanian from Deccan Chronicle gave the film 3/5 stars, while labelling it as a ""feel-good film with a larger message and a brilliant feat by Vijay which makes the film a not-to-be-missed one!"" Venkateswaran Narayanan from Times of India noted several anachronisms in the film (such as YouTube being used in 2002 when it was actually launched in 2005) but wrote: ""Such minor cribbing apart, all is well with Nanban because Shankar's retelling of 3 Idiots retains its soul and has its heart in the right place"".",one,linguistic,199,201,film,175,178,feat,145,148,True,False,local,non-local,npsg,adj,https://en.wikipedia.org/wiki/Nanban_(2012_film),0,0,1,4,4,21,51,-30,-4.8543848991394,-7.03320407867431,2.178819179534912,"Anupama Subramanian from Deccan Chronicle gave the film 3/5 stars, while labelling it as a ""feel-good film with a larger message and a brilliant feat by Vijay which makes the film a not-to-be-missed one!"" Venkateswaran Narayanan from Times of India noted several anachronisms in the film (such as YouTube being used in 2002 when it was actually launched in 2005) but wrote: ""Such minor cribbing apart, all is well with Nanban because Shankar's retelling of 3 Idiots retains its soul and has its heart in the right place"".",1.0,1.0,"Anupama Subramanian from Deccan Chronicle gave the film 3/5 stars, while labelling it as a ""feel-good film with a larger message and a brilliant feat by Vijay which makes the film a not-to-be-missed one!"" Venkateswaran Narayanan from Times of India noted several anachronisms in the film (such as YouTube being used in 2002 when it was actually launched in 2005) but wrote: ""Such minor cribbing apart, all is well with Nanban because Shankar's retelling of 3 Idiots retains its soul and has its heart in the right place"".",one,film,FILM,1.0,1.0,"Nanban
Explanation: The pronoun ""one"" refers to the film ""Nanban""",0.0,0.0,Vijay,0.0,0.0,gao,one_1,137,True,True,True,3.0,0,1,1,1.0,non-parallem
138,"In 1999, Merle Brown from the Daily Record expressed her dislike of the new version sung by Norton and Stapleton, saying ""all I want to say about Neighbours is where did they get that new theme tune? Unbelievably it's worse than the original one!"" Fans of the show disliked the version of the theme tune introduced in 2013. Ben Pobjie from The Age also disliked that version, saying Barry Crocker must be scandalised. His beloved and iconic interpretation of the theme to Neighbours has been mauled beyond all recognition.",non-parallelism,"In 1999, Merle Brown from the Daily Record expressed her dislike of the new version sung by Norton and Stapleton, saying ""all I want to say about Neighbours is where did they get that new theme tune? Unbelievably it's worse than the original one!"" Fans of the show disliked the version of the theme tune introduced in 2013. Ben Pobjie from The Age also disliked that version, saying Barry Crocker must be scandalised. His beloved and iconic interpretation of the theme to Neighbours has been mauled beyond all recognition.",one,discourse,242,244,theme tune,188,197,new version,72,82,True,False,local,non-local,npsg,adj,https://en.wikipedia.org/wiki/Neighbours_theme_song,0,0,0,10,11,45,160,-115,-12.4098320007324,-10.495994567871,-1.91383743286132,"In 1999, Merle Brown from the Daily Record expressed her dislike of the new version sung by Norton and Stapleton, saying ""all I want to say about Neighbours is where did they get that new theme tune? Unbelievably it's worse than the original one!"" Fans of the show disliked the version of the theme tune introduced in 2013. Ben Pobjie from The Age also disliked that version, saying Barry Crocker must be scandalised. His beloved and iconic interpretation of the theme to Neighbours has been mauled beyond all recognition.",1.0,1.0,"In 1999, Merle Brown from the Daily Record expressed her dislike of the new version sung by Norton and Stapleton, saying ""all I want to say about Neighbours is where did they get that new theme tune? Unbelievably it's worse than the original one!"" Fans of the show disliked the version of the theme tune introduced in 2013. Ben Pobjie from The Age also disliked that version, saying Barry Crocker must be scandalised. His beloved and iconic interpretation of the theme to Neighbours has been mauled beyond all recognition.",one,theme tune,TUNE,0.0,0.0,The original theme tune,0.0,0.0,theme tune,1.0,1.0,gao,one_10,138,True,True,True,3.0,0,1,1,1.0,non-parallem
139,"One of the Canadian Indians, hearing the name of Stoner, pulled out his scalping knife and boasted of the nine notches indicating scalps taken during the Revolution. He pointed to one, cut deeper than the others, and said that this ""was the scalp of old Stoner!"" (Nicholas' father) Hearing this Stoner grabbed a red-hot andiron and threw it at the Indian, yelling ""You never will scalp another one!"" The iron burned a brand across the Indian's neck and knocked him unconscious, at the cost of severe burns to Stoner's own hand.",non-parallelism,"One of the Canadian Indians, hearing the name of Stoner, pulled out his scalping knife and boasted of the nine notches indicating scalps taken during the Revolution. He pointed to one, cut deeper than the others, and said that this ""was the scalp of old Stoner!"" (Nicholas' father) Hearing this Stoner grabbed a red-hot andiron and threw it at the Indian, yelling ""You never will scalp another one!"" The iron burned a brand across the Indian's neck and knocked him unconscious, at the cost of severe burns to Stoner's own hand.",one,discourse,393,395,scalp ,241,245,andiron,320,326,True,False,non-local,local,npsg,adj,https://en.wikipedia.org/wiki/Nicholas_Stoner,0,0,0,5,7,148,67,81,-7.03320407867431,-7.03320407867431,0.0,"One of the Canadian Indians, hearing the name of Stoner, pulled out his scalping knife and boasted of the nine notches indicating scalps taken during the Revolution. He pointed to one, cut deeper than the others, and said that this ""was the scalp of old Stoner!"" (Nicholas' father) Hearing this Stoner grabbed a red-hot andiron and threw it at the Indian, yelling ""You never will scalp another one!"" The iron burned a brand across the Indian's neck and knocked him unconscious, at the cost of severe burns to Stoner's own hand.",1.0,1.0,"One of the Canadian Indians, hearing the name of Stoner, pulled out his scalping knife and boasted of the nine notches indicating scalps taken during the Revolution. He pointed to one, cut deeper than the others, and said that this ""was the scalp of old Stoner!"" (Nicholas' father) Hearing this Stoner grabbed a red-hot andiron and threw it at the Indian, yelling ""You never will scalp another one!"" The iron burned a brand across the Indian's neck and knocked him unconscious, at the cost of severe burns to Stoner's own hand.",one,scalp,INDIAN,0.0,0.0,One of the Canadian Indians,0.0,0.0,One of the Canadian Indians,0.0,0.0,gao,one_22,139,True,True,False,2.0,0,0,1,0.6666666666666666,non-parallem
140,"It is something that you will want to put on when you're in the mood to lie on your couch, dim the lights, and light all your candles and incense. Just vibe out to this hypnotic variety of music, and enjoy the pictures that will be painted in your mind. This is a very visual record, so for sure the visuals will come. Don't be surprised if it triggers some deep emotions within you based on your own life situations. Either way, enjoy the ride, it's a beautiful one!!",non-parallelism,"It is something that you will want to put on when you're in the mood to lie on your couch, dim the lights, and light all your candles and incense. Just vibe out to this hypnotic variety of music, and enjoy the pictures that will be painted in your mind. This is a very visual record, so for sure the visuals will come. Don't be surprised if it triggers some deep emotions within you based on your own life situations. Either way, enjoy the ride, it's a beautiful one!!",one,linguistic,463,465,ride,439,442,situations,406,415,True,False,local,non-local,npsg,adj,https://en.wikipedia.org/wiki/Avalon_(Sully_Erna_album) ,0,0,1,4,10,21,48,-27,-5.07030534744262,-7.03320407867431,1.9628987312316892,"It is something that you will want to put on when you're in the mood to lie on your couch, dim the lights, and light all your candles and incense. Just vibe out to this hypnotic variety of music, and enjoy the pictures that will be painted in your mind. This is a very visual record, so for sure the visuals will come. Don't be surprised if it triggers some deep emotions within you based on your own life situations. Either way, enjoy the ride, it's a beautiful one!!",1.0,1.0,"It is something that you will want to put on when you're in the mood to lie on your couch, dim the lights, and light all your candles and incense. Just vibe out to this hypnotic variety of music, and enjoy the pictures that will be painted in your mind. This is a very visual record, so for sure the visuals will come. Don't be surprised if it triggers some deep emotions within you based on your own life situations. Either way, enjoy the ride, it's a beautiful one!!",one,ride,RIDE,1.0,1.0,You,0.0,0.0,ride,1.0,1.0,gao,one_3,140,True,True,True,3.0,0,1,1,1.0,non-parallem
141,"The Japanese magazine Famitsu gave it a score of 28 out of 40. The game received some praise and criticism in the August 1991 issue of German magazine Power Play. The review praised the game for its attention to detail and challenge and noted players need to master certain gameplay skills to move on. Criticisms included a ""lack of variety"" and dullness in gameplay which was compared to a ""visit to the tax office"". The PC Engine version was briefly mentioned in the December 1991 issue of Electronic Gaming Monthly as part of a review of games that had been released outside the U.S. They noted the faithful translation from the NES version as well as the revamped and more detailed graphics, saying ""PC Engine owners should not miss this one!""",non-parallelism,"The Japanese magazine Famitsu gave it a score of 28 out of 40. The game received some praise and criticism in the August 1991 issue of German magazine Power Play. The review praised the game for its attention to detail and challenge and noted players need to master certain gameplay skills to move on. Criticisms included a ""lack of variety"" and dullness in gameplay which was compared to a ""visit to the tax office"". The PC Engine version was briefly mentioned in the December 1991 issue of Electronic Gaming Monthly as part of a review of games that had been released outside the U.S. They noted the faithful translation from the NES version as well as the revamped and more detailed graphics, saying ""PC Engine owners should not miss this one!""",one,discourse,742,744,game,186,189,owners,714,719,True,False,non-local,local,npsg,det,https://en.wikipedia.org/wiki/Ninja_Gaiden_(NES_video_game),0,0,0,4,6,553,23,530,-4.89579391479492,-7.03320407867431,2.1374101638793945,"The Japanese magazine Famitsu gave it a score of 28 out of 40. The game received some praise and criticism in the August 1991 issue of German magazine Power Play. The review praised the game for its attention to detail and challenge and noted players need to master certain gameplay skills to move on. Criticisms included a ""lack of variety"" and dullness in gameplay which was compared to a ""visit to the tax office"". The PC Engine version was briefly mentioned in the December 1991 issue of Electronic Gaming Monthly as part of a review of games that had been released outside the U.S. They noted the faithful translation from the NES version as well as the revamped and more detailed graphics, saying ""PC Engine owners should not miss this one!""",1.0,1.0,"The Japanese magazine Famitsu gave it a score of 28 out of 40. The game received some praise and criticism in the August 1991 issue of German magazine Power Play. The review praised the game for its attention to detail and challenge and noted players need to master certain gameplay skills to move on. Criticisms included a ""lack of variety"" and dullness in gameplay which was compared to a ""visit to the tax office"". The PC Engine version was briefly mentioned in the December 1991 issue of Electronic Gaming Monthly as part of a review of games that had been released outside the U.S. They noted the faithful translation from the NES version as well as the revamped and more detailed graphics, saying ""PC Engine owners should not miss this one!""",one,game,GAME,1.0,1.0,PC Engine owners,0.0,0.0,The game,0.0,1.0,gao,one_14,141,True,True,True,3.0,0,1,1,1.0,non-parallem
142,"In March 1992, Ninja Gaiden III received three nominations in the ""Nintendo Power Awards '91"" in the following NES-related categories: ""Best Graphics and Sound"", ""Best Challenge"", and ""Best Overall"". It won in the ""Best Challenge"" category; the magazine commented that ""the game-playing public knows a challenging game when they see one!"" It placed second in the ""Best Graphics and Sound"" category, finishing behind Battletoads for the top spot. It was the ranked as the third ""Best Overall"" NES title for 1991, finishing close behind Tecmo Super Bowl.",non-parallelism,"In March 1992, Ninja Gaiden III received three nominations in the ""Nintendo Power Awards '91"" in the following NES-related categories: ""Best Graphics and Sound"", ""Best Challenge"", and ""Best Overall"". It won in the ""Best Challenge"" category; the magazine commented that ""the game-playing public knows a challenging game when they see one!"" It placed second in the ""Best Graphics and Sound"" category, finishing behind Battletoads for the top spot. It was the ranked as the third ""Best Overall"" NES title for 1991, finishing close behind Tecmo Super Bowl.",one,linguistic,333,335,challenging game,302,317,public,287,292,True,False,local,non-local,npsg,verb,https://en.wikipedia.org/wiki/Ninja_Gaiden_III:_The_Ancient_Ship_of_Doom,0,0,1,16,6,16,41,-25,-11.9289979934692,-5.47875928878784,-6.45023870468139,"In March 1992, Ninja Gaiden III received three nominations in the ""Nintendo Power Awards '91"" in the following NES-related categories: ""Best Graphics and Sound"", ""Best Challenge"", and ""Best Overall"". It won in the ""Best Challenge"" category; the magazine commented that ""the game-playing public knows a challenging game when they see one!"" It placed second in the ""Best Graphics and Sound"" category, finishing behind Battletoads for the top spot. It was the ranked as the third ""Best Overall"" NES title for 1991, finishing close behind Tecmo Super Bowl.",1.0,1.0,"In March 1992, Ninja Gaiden III received three nominations in the ""Nintendo Power Awards '91"" in the following NES-related categories: ""Best Graphics and Sound"", ""Best Challenge"", and ""Best Overall"". It won in the ""Best Challenge"" category; the magazine commented that ""the game-playing public knows a challenging game when they see one!"" It placed second in the ""Best Graphics and Sound"" category, finishing behind Battletoads for the top spot. It was the ranked as the third ""Best Overall"" NES title for 1991, finishing close behind Tecmo Super Bowl.",one,challenging game,PUBLIC,0.0,0.0,The game-playing public,0.0,0.0,game,0.0,0.0,gao,one_3,142,True,True,True,3.0,0,1,1,1.0,non-parallem
143,"Changes announced include a new taste (""extensively researched with consumers""), a larger 500 mL can, and a change of packaging colour from aluminium to black and red, the colour of the drink from yellow to green, along with a A$3 million marketing campaign. The primary focus of both the campaign and the new packaging is the reformulated taste of the drink, proclaimed on the packaging as 'New - tastes nothing like the old one!'.",non-parallelism,"Changes announced include a new taste (""extensively researched with consumers""), a larger 500 mL can, and a change of packaging colour from aluminium to black and red, the colour of the drink from yellow to green, along with a A$3 million marketing campaign. The primary focus of both the campaign and the new packaging is the reformulated taste of the drink, proclaimed on the packaging as 'New - tastes nothing like the old one!'.",one,discourse,426,428,packaging,378,386,taste,340,344,False,True,local,non-local,npsg,adj,https://en.wikipedia.org/wiki/Mother_(drink),0,0,0,9,5,40,82,42,-7.03320407867431,-7.03320407867431,0.0,"Changes announced include a new taste (""extensively researched with consumers""), a larger 500 mL can, and a change of packaging colour from aluminium to black and red, the colour of the drink from yellow to green, along with a A$3 million marketing campaign. The primary focus of both the campaign and the new packaging is the reformulated taste of the drink, proclaimed on the packaging as 'New - tastes nothing like the old one!'.",0.6666666666666666,1.0,"Changes announced include a new taste (""extensively researched with consumers""), a larger 500 mL can, and a change of packaging colour from aluminium to black and red, the colour of the drink from yellow to green, along with a A$3 million marketing campaign. The primary focus of both the campaign and the new packaging is the reformulated taste of the drink, proclaimed on the packaging as 'New - tastes nothing like the old one!'.",one,taste,DRINK,0.0,0.0,The old one,0.0,0.0,drink,0.0,0.0,gao,one_4,143,,False,True,1.0,1,0,0,0.5,non-parallem
