text_id,text_corpus,Unnamed: 2,text,target,expected_answer,gpt_answer,correct_GPT,row_id,llama_answer,correct_LLaMA,Gemma_LoRA_answer,correct_Gemma,human_text,human_acc,Item_pred_rating,confounder_pred_rating,target_pred_rating,is_target_biased,is_parallem,diff_pred,is_target_preferred
76,"I'm more happy for my guys than for myself."" Kenseth expressed disappointment with his performance during the Chase for the Nextel Cup, but was pleased to be runner-up to Johnson, ""If we had run in the Chase like we did in August, we would have been 200 points clear before Homestead, If you look at all the problems people had in the Chase and we didn't have any, that was dragging me down. But this is probably one of the best seasons I've ever had. I won four races, and we could have won eight or nine.""",Clausal or VP Coordination,"I'm more happy for my guys than for myself."" Kenseth expressed disappointment with his performance during the Chase for the Nextel Cup, but was pleased to be runner-up to Johnson, ""If we had run in the Chase like we did in August, we would have been 200 points clear before Homestead, If you look at all the problems people had in the Chase and we didn't have any, that was dragging me down. But this is probably one of the best seasons I've ever had. I won four races, and we could have won eight or nine.""",any,B,B,True,row_7,A,False,B,True,"I'm more happy for my guys than for myself."" Kenseth expressed disappointment with his performance during the Chase for the Nextel Cup, but was pleased to be runner-up to Johnson, ""If we had run in the Chase like we did in August, we would have been 200 points clear before Homestead, If you look at all the problems people had in the Chase and we didn't have any, that was dragging me down. But this is probably one of the best seasons I've ever had. I won four races, and we could have won eight or nine.""",1.0,,,,1,parallel,,1
77,"The game was a defensive slugfest the entire way through. Quarterback Marcus Stone threw a 9-yard touchdown pass to Brian Clark to put NC State up 7‚Äì0. With 19 seconds left in the half, Andre Brown scored on a 1-yard touchdown run. South Florida had scoring chances, but did not capitalize on any. They lost two fumbles and one interception in the end zone.",Clausal or VP Coordination,"The game was a defensive slugfest the entire way through. Quarterback Marcus Stone threw a 9-yard touchdown pass to Brian Clark to put NC State up 7–0. With 19 seconds left in the half, Andre Brown scored on a 1-yard touchdown run. South Florida had scoring chances, but did not capitalize on any. They lost two fumbles and one interception in the end zone.",any,B,B,True,row_7,B,True,B,True,"The game was a defensive slugfest the entire way through. Quarterback Marcus Stone threw a 9-yard touchdown pass to Brian Clark to put NC State up 7–0. With 19 seconds left in the half, Andre Brown scored on a 1-yard touchdown run. South Florida had scoring chances, but did not capitalize on any. They lost two fumbles and one interception in the end zone.",0.8333333333333334,77.0,5.75,6.0,0,parallel,0.25,1
78,"Peel‚Äôs score, in what was to become a sequence as embarrassing as any in 1997 or 1999, was the lowest by any visiting team at Bassendean Oval, beating Subiaco‚Äôs 5.8 (38) from 1983.",Subset,"Peel’s score, in what was to become a sequence as embarrassing as any in 1997 or 1999, was the lowest by any visiting team at Bassendean Oval, beating Subiaco’s 5.8 (38) from 1983.",any,B,A,False,row_7,A,False,A,False,"Peel’s score, in what was to become a sequence as embarrassing as any in 1997 or 1999, was the lowest by any visiting team at Bassendean Oval, beating Subiaco’s 5.8 (38) from 1983.",1.0,78.0,4.666666666666667,5.25,0,parallel,0.583333333333333,1
79,"Although a few logistical incidents occurred (a team was unable to shower when the athletes village lacked water, teams were missing tennis balls or towels), U.S. team chief Roland Betts, commented ""At times it has been a great struggle, but we are very excited and proud to see the venues. I believe these venues are as good as or better than any that have been created for the Pan American Games."" Other attendees agreed that logistical and venue problems declined greatly during the Games.",Subset,"Although a few logistical incidents occurred (a team was unable to shower when the athletes village lacked water, teams were missing tennis balls or towels), U.S. team chief Roland Betts, commented ""At times it has been a great struggle, but we are very excited and proud to see the venues. I believe these venues are as good as or better than any that have been created for the Pan American Games."" Other attendees agreed that logistical and venue problems declined greatly during the Games.",any,B,B,True,row_7,B,True,B,True,"Although a few logistical incidents occurred (a team was unable to shower when the athletes village lacked water, teams were missing tennis balls or towels), U.S. team chief Roland Betts, commented ""At times it has been a great struggle, but we are very excited and proud to see the venues. I believe these venues are as good as or better than any that have been created for the Pan American Games."" Other attendees agreed that logistical and venue problems declined greatly during the Games.",1.0,,,,1,parallel,,1
80,"The size of these regions ranged from 823 to 2607 base pairs, and all occurred near the same genes. Details of these mutations were published in 2011 in the Proceedings of the National Academy of Sciences. These changes became the basis of PCR assays used to test other samples to find any that contained the same mutations. The assays were validated over the many years of the investigation, and a repository of Ames samples was also built. From roughly 2003 to 2006 the repository and the screening of the 1,070 Ames samples in that repository were completed.",non-parallelism,"The size of these regions ranged from 823 to 2607 base pairs, and all occurred near the same genes. Details of these mutations were published in 2011 in the Proceedings of the National Academy of Sciences. These changes became the basis of PCR assays used to test other samples to find any that contained the same mutations. The assays were validated over the many years of the investigation, and a repository of Ames samples was also built. From roughly 2003 to 2006 the repository and the screening of the 1,070 Ames samples in that repository were completed.",any,B,B,True,row_7,B,True,B,True,"The size of these regions ranged from 823 to 2607 base pairs, and all occurred near the same genes. Details of these mutations were published in 2011 in the Proceedings of the National Academy of Sciences. These changes became the basis of PCR assays used to test other samples to find any that contained the same mutations. The assays were validated over the many years of the investigation, and a repository of Ames samples was also built. From roughly 2003 to 2006 the repository and the screening of the 1,070 Ames samples in that repository were completed.",0.6666666666666666,80.0,3.25,4.5,0,non-parallem,1.25,1
81,"It's certainly not the finish I would have liked, but out of playing (36) majors now, and not winning any, I'm tired of beating myself up time after time.",Subset,"It's certainly not the finish I would have liked, but out of playing (36) majors now, and not winning any, I'm tired of beating myself up time after time.",any,B,B,True,row_7,B,True,B,True,"It's certainly not the finish I would have liked, but out of playing (36) majors now, and not winning any, I'm tired of beating myself up time after time.",0.6666666666666666,,,,1,parallel,,1
82,"The ROI won frame six with O'Brien beating Williams on a fluke on the final red ball and a clearance to the blue ball for a 5‚Äì1 victory and the first spot in the final. Losing player Dale said he could not believe the outcome, adding: ""In nearly every frame, luck played a part and we didn't have any.""",Clausal or VP Coordination,"The ROI won frame six with O'Brien beating Williams on a fluke on the final red ball and a clearance to the blue ball for a 5–1 victory and the first spot in the final. Losing player Dale said he could not believe the outcome, adding: ""In nearly every frame, luck played a part and we didn't have any.""",any,B,B,True,row_7,A,False,B,True,"The ROI won frame six with O'Brien beating Williams on a fluke on the final red ball and a clearance to the blue ball for a 5–1 victory and the first spot in the final. Losing player Dale said he could not believe the outcome, adding: ""In nearly every frame, luck played a part and we didn't have any.""",0.5,82.0,3.8333333333333335,6.75,0,parallel,2.9166666666666665,1
83,"The right-wing Alberta First Party, contesting its first election, failed to win any seats or come close to winning any. The Social Credit Party, led by James Albers, was unable to build on its moderate success in the 1997 election, and sank back into obscurity.",Clausal or VP Coordination,"The right-wing Alberta First Party, contesting its first election, failed to win any seats or come close to winning any. The Social Credit Party, led by James Albers, was unable to build on its moderate success in the 1997 election, and sank back into obscurity.",any,B,B,True,row_7,A,False,B,True,"The right-wing Alberta First Party, contesting its first election, failed to win any seats or come close to winning any. The Social Credit Party, led by James Albers, was unable to build on its moderate success in the 1997 election, and sank back into obscurity.",0.5,83.0,6.75,6.5,0,parallel,-0.25,0
84,"This time he kept them there with an excellent ninth-place finish and 52 points. They would have finished higher still - and possibly qualified for Europe - had their defence not been the leakiest of any in the top 15 and the sixth leakiest in the division. Still, it was a superb achievement for a side who had been among the favourites of many punters to suffer an immediate return to the Nationwide League.",non-parallelism,"This time he kept them there with an excellent ninth-place finish and 52 points. They would have finished higher still - and possibly qualified for Europe - had their defence not been the leakiest of any in the top 15 and the sixth leakiest in the division. Still, it was a superb achievement for a side who had been among the favourites of many punters to suffer an immediate return to the Nationwide League.",any,B,B,True,row_7,A,False,B,True,"This time he kept them there with an excellent ninth-place finish and 52 points. They would have finished higher still - and possibly qualified for Europe - had their defence not been the leakiest of any in the top 15 and the sixth leakiest in the division. Still, it was a superb achievement for a side who had been among the favourites of many punters to suffer an immediate return to the Nationwide League.",1.0,,,,1,non-parallem,,1
85,"It is currently unclear what the complete clinical presentation of SBCADD looks like. There is some concern that these cases with additional symptoms may reflect an ascertainment bias rather than being a true representation of the clinical spectrum of the disease. Currently, there is no accepted treatment, as most affected individuals do not require any. Some recommend avoidance of valproic acid, as it can be a substrate for 2-methylbutyryl-CoA dehydrogenase.",Clausal or VP Coordination,"It is currently unclear what the complete clinical presentation of SBCADD looks like. There is some concern that these cases with additional symptoms may reflect an ascertainment bias rather than being a true representation of the clinical spectrum of the disease. Currently, there is no accepted treatment, as most affected individuals do not require any. Some recommend avoidance of valproic acid, as it can be a substrate for 2-methylbutyryl-CoA dehydrogenase.",any,B,B,True,row_7,A,False,A,False,"It is currently unclear what the complete clinical presentation of SBCADD looks like. There is some concern that these cases with additional symptoms may reflect an ascertainment bias rather than being a true representation of the clinical spectrum of the disease. Currently, there is no accepted treatment, as most affected individuals do not require any. Some recommend avoidance of valproic acid, as it can be a substrate for 2-methylbutyryl-CoA dehydrogenase.",1.0,,,,1,parallel,,1
86,"On May 29, 1861, Governor Moore appointed three white officers as commanders of the regiment, and company commanders were appointed from among the Creoles of the regiment. The militia unit was the first of any in North America to have officers of color, preceding the United States Colored Troops. This regiment was called the Louisiana Native Guard. Ten percent of its members would join the Union Army's 1st Louisiana Native Guard.",Subset,"On May 29, 1861, Governor Moore appointed three white officers as commanders of the regiment, and company commanders were appointed from among the Creoles of the regiment. The militia unit was the first of any in North America to have officers of color, preceding the United States Colored Troops. This regiment was called the Louisiana Native Guard. Ten percent of its members would join the Union Army's 1st Louisiana Native Guard.",any,B,A,False,row_7,A,False,B,True,"On May 29, 1861, Governor Moore appointed three white officers as commanders of the regiment, and company commanders were appointed from among the Creoles of the regiment. The militia unit was the first of any in North America to have officers of color, preceding the United States Colored Troops. This regiment was called the Louisiana Native Guard. Ten percent of its members would join the Union Army's 1st Louisiana Native Guard.",1.0,,,,1,parallel,,1
87,"Barnsley, who were the Football League's top scorers with 88 goals, could have achieved automatic promotion, but for their poor defence that conceded 67 goals ‚Äì the worst of any in the top twelve of the First Division, and joint fourth-worst in the division.",non-parallelism,"Barnsley, who were the Football League's top scorers with 88 goals, could have achieved automatic promotion, but for their poor defence that conceded 67 goals – the worst of any in the top twelve of the First Division, and joint fourth-worst in the division.",any,B,B,True,row_7,A,False,A,False,"Barnsley, who were the Football League's top scorers with 88 goals, could have achieved automatic promotion, but for their poor defence that conceded 67 goals – the worst of any in the top twelve of the First Division, and joint fourth-worst in the division.",1.0,,,,1,non-parallem,,1
88,"Police investigators were able to re-trace the route the truck bomb had taken, thanks to eyewitness reports and CCTV footage. They obtained three thumb prints; from a site in east London where the bomb was primed, from a truck stop in Carlisle, and from the Stranraer ferry port. However, the thumb prints did not match any in police records.",non-parallelism,"Police investigators were able to re-trace the route the truck bomb had taken, thanks to eyewitness reports and CCTV footage. They obtained three thumb prints; from a site in east London where the bomb was primed, from a truck stop in Carlisle, and from the Stranraer ferry port. However, the thumb prints did not match any in police records.",any,B,B,True,row_7,A,False,B,True,"Police investigators were able to re-trace the route the truck bomb had taken, thanks to eyewitness reports and CCTV footage. They obtained three thumb prints; from a site in east London where the bomb was primed, from a truck stop in Carlisle, and from the Stranraer ferry port. However, the thumb prints did not match any in police records.",1.0,88.0,2.833333333333333,6.75,0,non-parallem,3.916666666666667,1
89,"NASCAR banned tinted windshields starting with this race, confiscating any that teams had in the pits before this one. The move to mandate clear windshields was to make it easier for drivers to see through cars ahead of them and see if a driver in front was signaling them for any reason.",non-parallelism,"NASCAR banned tinted windshields starting with this race, confiscating any that teams had in the pits before this one. The move to mandate clear windshields was to make it easier for drivers to see through cars ahead of them and see if a driver in front was signaling them for any reason.",any,B,B,True,row_7,A,False,B,True,"NASCAR banned tinted windshields starting with this race, confiscating any that teams had in the pits before this one. The move to mandate clear windshields was to make it easier for drivers to see through cars ahead of them and see if a driver in front was signaling them for any reason.",0.6666666666666666,,,,1,non-parallem,,1
90,"Throughout the season the United States Navy also monitored the basin and issued unofficial warnings, through its Joint Typhoon Warning Center (JTWC) and Naval Western and Oceanography Center (NWOC). Tropical cyclones that were located between 160¬∞E and 120¬∞W as well as the Equator and 25¬∞S were monitored by RSMC Nadi while any that were located to the south of 25¬∞S between 160¬∞E and 120¬∞W were monitored by TCWC Wellington. During the season the JTWC issued warnings on any tropical cyclone that was located between 160¬∞E and 180¬∞ while the NPMOC issued warnings for tropical cyclones forming between the 180¬∞ and the American coast.",Subset,"Throughout the season the United States Navy also monitored the basin and issued unofficial warnings, through its Joint Typhoon Warning Center (JTWC) and Naval Western and Oceanography Center (NWOC). Tropical cyclones that were located between 160°E and 120°W as well as the Equator and 25°S were monitored by RSMC Nadi while any that were located to the south of 25°S between 160°E and 120°W were monitored by TCWC Wellington. During the season the JTWC issued warnings on any tropical cyclone that was located between 160°E and 180° while the NPMOC issued warnings for tropical cyclones forming between the 180° and the American coast.",any,B,B,True,row_7,B,True,B,True,"Throughout the season the United States Navy also monitored the basin and issued unofficial warnings, through its Joint Typhoon Warning Center (JTWC) and Naval Western and Oceanography Center (NWOC). Tropical cyclones that were located between 160°E and 120°W as well as the Equator and 25°S were monitored by RSMC Nadi while any that were located to the south of 25°S between 160°E and 120°W were monitored by TCWC Wellington. During the season the JTWC issued warnings on any tropical cyclone that was located between 160°E and 180° while the NPMOC issued warnings for tropical cyclones forming between the 180° and the American coast.",1.0,,,,1,parallel,,1
91,"This was the third straight season to showcase Thursday Night Football with the first 11 weeks featuring Thursday night games, although the hosting distribution was not as equal as it was in the previous year. The Montreal Alouettes hosted four Thursday night games, Winnipeg hosted three, Ottawa Redblacks hosted two, while two teams (Toronto and Calgary) hosted once and three teams (Hamilton, Saskatchewan, and BC) did not host any.",Subset,"This was the third straight season to showcase Thursday Night Football with the first 11 weeks featuring Thursday night games, although the hosting distribution was not as equal as it was in the previous year. The Montreal Alouettes hosted four Thursday night games, Winnipeg hosted three, Ottawa Redblacks hosted two, while two teams (Toronto and Calgary) hosted once and three teams (Hamilton, Saskatchewan, and BC) did not host any.",three,B,A,False,row_7,A,False,B,True,"This was the third straight season to showcase Thursday Night Football with the first 11 weeks featuring Thursday night games, although the hosting distribution was not as equal as it was in the previous year. The Montreal Alouettes hosted four Thursday night games, Winnipeg hosted three, Ottawa Redblacks hosted two, while two teams (Toronto and Calgary) hosted once and three teams (Hamilton, Saskatchewan, and BC) did not host any.",1.0,,,,1,parallel,,1
92,"This was the third straight season to showcase Thursday Night Football with the first 11 weeks featuring Thursday night games, although the hosting distribution was not as equal as it was in the previous year. The Montreal Alouettes hosted four Thursday night games, Winnipeg hosted three, Ottawa Redblacks hosted two, while two teams (Toronto and Calgary) hosted once and three teams (Hamilton, Saskatchewan, and BC) did not host any.",Clausal or VP Coordination,"This was the third straight season to showcase Thursday Night Football with the first 11 weeks featuring Thursday night games, although the hosting distribution was not as equal as it was in the previous year. The Montreal Alouettes hosted four Thursday night games, Winnipeg hosted three, Ottawa Redblacks hosted two, while two teams (Toronto and Calgary) hosted once and three teams (Hamilton, Saskatchewan, and BC) did not host any.",two,B,A,False,row_7,A,False,A,False,"This was the third straight season to showcase Thursday Night Football with the first 11 weeks featuring Thursday night games, although the hosting distribution was not as equal as it was in the previous year. The Montreal Alouettes hosted four Thursday night games, Winnipeg hosted three, Ottawa Redblacks hosted two, while two teams (Toronto and Calgary) hosted once and three teams (Hamilton, Saskatchewan, and BC) did not host any.",0.8333333333333334,,,,1,parallel,,1
93,"The national title game was a see-saw battle throughout, but is remembered best for Chris Webber's time out call with seconds left when Michigan didn't have any. Michigan was assessed a technical foul and North Carolina ended up winning 77‚Äì71, giving Smith his second national championship.",non-parallelism,"The national title game was a see-saw battle throughout, but is remembered best for Chris Webber's time out call with seconds left when Michigan didn't have any. Michigan was assessed a technical foul and North Carolina ended up winning 77–71, giving Smith his second national championship.",any,B,A,False,row_7,A,False,B,True,"The national title game was a see-saw battle throughout, but is remembered best for Chris Webber's time out call with seconds left when Michigan didn't have any. Michigan was assessed a technical foul and North Carolina ended up winning 77–71, giving Smith his second national championship.",1.0,,,,1,non-parallem,,1
94,"But then the Cowboys lost to the Oilers in overtime (the Cowboys were driving close to field goal range in the overtime period when Emmitt Smith committed a rare fumble). The next week, they lost at the Giants in a game Jimmy Johnson said was ""officiated as poorly"" as any he had ever coached in.",Subset,"But then the Cowboys lost to the Oilers in overtime (the Cowboys were driving close to field goal range in the overtime period when Emmitt Smith committed a rare fumble). The next week, they lost at the Giants in a game Jimmy Johnson said was ""officiated as poorly"" as any he had ever coached in.",any,B,B,True,row_7,A,False,B,True,"But then the Cowboys lost to the Oilers in overtime (the Cowboys were driving close to field goal range in the overtime period when Emmitt Smith committed a rare fumble). The next week, they lost at the Giants in a game Jimmy Johnson said was ""officiated as poorly"" as any he had ever coached in.",1.0,,,,1,parallel,,1
95,Ireland won the drawing of lots against the Netherlands for second place in Group F: the Netherlands were the only third-placed team not to have won any matches - or lost any: they progressed with three draws (3 points).,Contrasting,Ireland won the drawing of lots against the Netherlands for second place in Group F: the Netherlands were the only third-placed team not to have won any matches - or lost any: they progressed with three draws (3 points).,any,B,B,True,row_7,A,False,B,True,Ireland won the drawing of lots against the Netherlands for second place in Group F: the Netherlands were the only third-placed team not to have won any matches - or lost any: they progressed with three draws (3 points).,0.6666666666666666,,,,1,parallel,,1
96,"The Bears returned the kickoff to their 38 and drove fifty yards, down to the Packer twelve, with 1:17 remaining. Although Green Bay had all three of its timeouts, they opted not to use any, and the Bears kicked a winning 22-yard field goal with ten seconds on the clock. Green Bay fumbled away the ensuing kickoff, and the Los Angeles Rams (9‚Äì7) gained the final playoff slot.",Contrasting,"The Bears returned the kickoff to their 38 and drove fifty yards, down to the Packer twelve, with 1:17 remaining. Although Green Bay had all three of its timeouts, they opted not to use any, and the Bears kicked a winning 22-yard field goal with ten seconds on the clock. Green Bay fumbled away the ensuing kickoff, and the Los Angeles Rams (9–7) gained the final playoff slot.",any,B,B,True,row_7,B,True,B,True,"The Bears returned the kickoff to their 38 and drove fifty yards, down to the Packer twelve, with 1:17 remaining. Although Green Bay had all three of its timeouts, they opted not to use any, and the Bears kicked a winning 22-yard field goal with ten seconds on the clock. Green Bay fumbled away the ensuing kickoff, and the Los Angeles Rams (9–7) gained the final playoff slot.",1.0,96.0,6.5,6.166666666666667,0,parallel,-0.33333333333333304,0
97,"Group B started with the first shock of the tournament, as Zimbabwe beat Australia in what Wisden described as ""a bigger surprise than any in the previous two world cups"". Duncan Fletcher led the way, making 69* and being awarded man of the match.",Subset,"Group B started with the first shock of the tournament, as Zimbabwe beat Australia in what Wisden described as ""a bigger surprise than any in the previous two world cups"". Duncan Fletcher led the way, making 69* and being awarded man of the match.",any,B,B,True,row_7,A,False,B,True,"Group B started with the first shock of the tournament, as Zimbabwe beat Australia in what Wisden described as ""a bigger surprise than any in the previous two world cups"". Duncan Fletcher led the way, making 69* and being awarded man of the match.",1.0,97.0,4.333333333333333,6.25,0,parallel,1.916666666666667,1
98,"Oregon was ultimately won by former California Governor Ronald Reagan (R) by 9.66%. Reagan dominated in the conservative, populist eastern interior and Rogue Valley, where he won a majority in every county, and Carter, despite carrying four counties, did not win a majority in any due to a strong vote west of the Cascades for Anderson, who reached double figures in all Willamette Valley counties except Columbia and Linn. This was the first time the Republicans had carried Coos County since Dwight D. Eisenhower in 1952.",Clausal or VP Coordination,"Oregon was ultimately won by former California Governor Ronald Reagan (R) by 9.66%. Reagan dominated in the conservative, populist eastern interior and Rogue Valley, where he won a majority in every county, and Carter, despite carrying four counties, did not win a majority in any due to a strong vote west of the Cascades for Anderson, who reached double figures in all Willamette Valley counties except Columbia and Linn. This was the first time the Republicans had carried Coos County since Dwight D. Eisenhower in 1952.",any,B,A,False,row_7,A,False,A,False,"Oregon was ultimately won by former California Governor Ronald Reagan (R) by 9.66%. Reagan dominated in the conservative, populist eastern interior and Rogue Valley, where he won a majority in every county, and Carter, despite carrying four counties, did not win a majority in any due to a strong vote west of the Cascades for Anderson, who reached double figures in all Willamette Valley counties except Columbia and Linn. This was the first time the Republicans had carried Coos County since Dwight D. Eisenhower in 1952.",1.0,,,,1,parallel,,1
99,"During this stretch of the tornado's path, two vehicles on two separate farms were tossed nearly a kilometre. In addition to the powerful tornado at hand, hail the size of tennis balls fell north of its track, destroying entire tobacco fields on dozens of farms (Newark, 1979). Eyewitnesses also reported that the tornado was preceded by intense and nearly constant lightning unlike any they had seen before (Toll, 1980).",Subset,"During this stretch of the tornado's path, two vehicles on two separate farms were tossed nearly a kilometre. In addition to the powerful tornado at hand, hail the size of tennis balls fell north of its track, destroying entire tobacco fields on dozens of farms (Newark, 1979). Eyewitnesses also reported that the tornado was preceded by intense and nearly constant lightning unlike any they had seen before (Toll, 1980).",any,B,B,True,row_7,A,False,B,True,"During this stretch of the tornado's path, two vehicles on two separate farms were tossed nearly a kilometre. In addition to the powerful tornado at hand, hail the size of tennis balls fell north of its track, destroying entire tobacco fields on dozens of farms (Newark, 1979). Eyewitnesses also reported that the tornado was preceded by intense and nearly constant lightning unlike any they had seen before (Toll, 1980).",1.0,99.0,6.5,6.166666666666667,0,parallel,-0.33333333333333304,0
100,"We certainly aren't properly paid. We have no health care, no job security, no tenure. Our pension plan is a joke. We take more abuse than any living group of humans, and can't give back any. If we're fired without notice, our only recourse is to appeal to the league president. And he's the guy that fires you. That's gotta be unconstitutional!""",non-parallelism,"We certainly aren't properly paid. We have no health care, no job security, no tenure. Our pension plan is a joke. We take more abuse than any living group of humans, and can't give back any. If we're fired without notice, our only recourse is to appeal to the league president. And he's the guy that fires you. That's gotta be unconstitutional!""",any,B,B,True,row_7,A,False,A,False,"We certainly aren't properly paid. We have no health care, no job security, no tenure. Our pension plan is a joke. We take more abuse than any living group of humans, and can't give back any. If we're fired without notice, our only recourse is to appeal to the league president. And he's the guy that fires you. That's gotta be unconstitutional!""",0.6666666666666666,,,,1,non-parallem,,1
101,"However, as luck would have it, Los Angeles was engulfed in a torrential rainstorm, and the game became known as ‚ÄúThe Mud Bowl‚Äù. Running back Chuck Foreman led the Vikings to a victory by recording 101 rushing yards on the heavy field. Minnesota head coach Bud Grant‚Äôs strategy was to have quarterback Bob Lee throw early before the field lost traction. By the end of the game, the Rams lost three turnovers, while the Vikings didn't lose any.",Contrasting,"However, as luck would have it, Los Angeles was engulfed in a torrential rainstorm, and the game became known as “The Mud Bowl”. Running back Chuck Foreman led the Vikings to a victory by recording 101 rushing yards on the heavy field. Minnesota head coach Bud Grant’s strategy was to have quarterback Bob Lee throw early before the field lost traction. By the end of the game, the Rams lost three turnovers, while the Vikings didn't lose any.",any,B,B,True,row_7,A,False,B,True,"However, as luck would have it, Los Angeles was engulfed in a torrential rainstorm, and the game became known as “The Mud Bowl”. Running back Chuck Foreman led the Vikings to a victory by recording 101 rushing yards on the heavy field. Minnesota head coach Bud Grant’s strategy was to have quarterback Bob Lee throw early before the field lost traction. By the end of the game, the Rams lost three turnovers, while the Vikings didn't lose any.",1.0,101.0,4.0,6.5,0,parallel,2.5,1
102,"British Airways pilots fly three Cyprus Airways airliners ‚Äì two Hawker Siddeley Tridents and a BAC One-Eleven ‚Äì out of Nicosia International Airport on Cyprus to the United Kingdom; the planes had been stranded at Nicosia International since the permanent closure of airport during the Turkish invasion of Cyprus in July 1974. No test flights precede these flights because Turkey does not permit any. A third Cyprus Airways Trident is left derelict at the abandoned airport, too badly damaged by small arms fire during the fighting in July 1974 to be worth repairing.",non-parallelism,"British Airways pilots fly three Cyprus Airways airliners – two Hawker Siddeley Tridents and a BAC One-Eleven – out of Nicosia International Airport on Cyprus to the United Kingdom; the planes had been stranded at Nicosia International since the permanent closure of airport during the Turkish invasion of Cyprus in July 1974. No test flights precede these flights because Turkey does not permit any. A third Cyprus Airways Trident is left derelict at the abandoned airport, too badly damaged by small arms fire during the fighting in July 1974 to be worth repairing.",any,B,B,True,row_7,A,False,B,True,"British Airways pilots fly three Cyprus Airways airliners – two Hawker Siddeley Tridents and a BAC One-Eleven – out of Nicosia International Airport on Cyprus to the United Kingdom; the planes had been stranded at Nicosia International since the permanent closure of airport during the Turkish invasion of Cyprus in July 1974. No test flights precede these flights because Turkey does not permit any. A third Cyprus Airways Trident is left derelict at the abandoned airport, too badly damaged by small arms fire during the fighting in July 1974 to be worth repairing.",1.0,,,,1,non-parallem,,1
103,"The Raiders outgained Pittsburgh in total yards 361 to 223, forced three turnovers without losing any on their side, and scored 16 unanswered points in the second half to defeat the Steelers.",Subset,"The Raiders outgained Pittsburgh in total yards 361 to 223, forced three turnovers without losing any on their side, and scored 16 unanswered points in the second half to defeat the Steelers.",any,B,B,True,row_7,A,False,B,True,"The Raiders outgained Pittsburgh in total yards 361 to 223, forced three turnovers without losing any on their side, and scored 16 unanswered points in the second half to defeat the Steelers.",0.3333333333333333,103.0,5.75,4.166666666666667,0,parallel,-1.583333333333333,0
104,"The circuit over which the Grand Prix is run would send shivers down the collective spines of the CSI safety committee. To obtain the circuit the public roads are simply closed off. If there are any safety devices, I didn't see any.",Repetition,"The circuit over which the Grand Prix is run would send shivers down the collective spines of the CSI safety committee. To obtain the circuit the public roads are simply closed off. If there are any safety devices, I didn't see any.",any,B,B,True,row_7,A,False,B,True,"The circuit over which the Grand Prix is run would send shivers down the collective spines of the CSI safety committee. To obtain the circuit the public roads are simply closed off. If there are any safety devices, I didn't see any.",0.6666666666666666,,,,1,parallel,,1
105,"Western Australia had won the Sheffield Shield in 1947‚Äì48 on percentages even though they had played fewer games than the eastern states and outright in 1968‚Äì69. Test status was granted to the WACA for the 1970‚Äì71 Ashes series and although its playing conditions were equal to any in Australia $400,000 was raised to build extra stands and improve the facilities. The state government supplied $100,000 and Perth City Council another $20,000.",Subset,"Western Australia had won the Sheffield Shield in 1947–48 on percentages even though they had played fewer games than the eastern states and outright in 1968–69. Test status was granted to the WACA for the 1970–71 Ashes series and although its playing conditions were equal to any in Australia $400,000 was raised to build extra stands and improve the facilities. The state government supplied $100,000 and Perth City Council another $20,000.",any,B,B,True,row_7,B,True,B,True,"Western Australia had won the Sheffield Shield in 1947–48 on percentages even though they had played fewer games than the eastern states and outright in 1968–69. Test status was granted to the WACA for the 1970–71 Ashes series and although its playing conditions were equal to any in Australia $400,000 was raised to build extra stands and improve the facilities. The state government supplied $100,000 and Perth City Council another $20,000.",1.0,,,,1,parallel,,1
106,"Several homes buckled and cracks appeared in streets. On the coast of the island, a cable connecting telephone units for Australia and Guam was cut. Initially, officials were worried of a tsunami risk though the earthquake did not produce any. This was due to a dramatic recession of water levels near the epicenter, followed by a rise that at one point measured 3 meters (10 ft).",Contrasting,"Several homes buckled and cracks appeared in streets. On the coast of the island, a cable connecting telephone units for Australia and Guam was cut. Initially, officials were worried of a tsunami risk though the earthquake did not produce any. This was due to a dramatic recession of water levels near the epicenter, followed by a rise that at one point measured 3 meters (10 ft).",any,B,B,True,row_7,A,False,B,True,"Several homes buckled and cracks appeared in streets. On the coast of the island, a cable connecting telephone units for Australia and Guam was cut. Initially, officials were worried of a tsunami risk though the earthquake did not produce any. This was due to a dramatic recession of water levels near the epicenter, followed by a rise that at one point measured 3 meters (10 ft).",0.5,,,,1,parallel,,1
