text_id,text_corpus_ann,Unnamed: 2,text_corpus,licensor,licensor-start character offset,licensor-end character offset,A,antecedent A-start character offset,antecedent A-end character offset,B,antecedent B-start character offset,antecedent B-end character offset,A-antecedent,B-antecedent,A-antecedent.1,B-antecedent.1,antecedent number,licensor-category,URL,ft_is_any,ft_is_nppl,wlen_A,wlen_B,dist_A_ao,dist_B_ao,ft_TAvsCF_dist,A_unigram,B_unigram,ft_uni_TACFlogdiff,human_text,human_acc,correct_human,text,target,expected_answer,gpt_answer,correct_GPT,recheck_GPT,llama_answer,correct_LLaMA,recheck_LLaMA,Gemma_LoRA_answer,correct_Gemma,recheck_Gemma,dataset,version,Item,rater_1,rater_2,rater_3,all_humans,null_count,acc_binary_all3,acc_binary_2,acc_human,is_parallem
126,"On paper this side looked as good as any in the First Division but there was uncertainty over the ability of the inexperienced goalkeeper, Harry Briggs, who had stepped in to make just one appearance the previous season after the departure of Jack Hillman.",Subset,"On paper this side looked as good as any in the First Division but there was uncertainty over the ability of the inexperienced goalkeeper, Harry Briggs, who had stepped in to make just one appearance the previous season after the departure of Jack Hillman.",any,37,39,side ,14,17,paper ,3,7,True,False,local,non-local,npsg,det,https://en.wikipedia.org/wiki/1896–97_Everton_F.C._season,1,0,4,5,20,30,-10,-4.33566665649414,-5.46615076065063,1.130484104156494,"On paper this side looked as good as any in the First Division but there was uncertainty over the ability of the inexperienced goalkeeper, Harry Briggs, who had stepped in to make just one appearance the previous season after the departure of Jack Hillman.",1.0,1.0,"On paper this side looked as good as any in the First Division but there was uncertainty over the ability of the inexperienced goalkeeper, Harry Briggs, who had stepped in to make just one appearance the previous season after the departure of Jack Hillman.",any,side,THE TEAMS IN THE FIRST DIVISION,0.0,0.0,the First Division,0.0,0.0,side,1.0,1.0,gnpe,NPE_15,126,True,True,False,2.0,0,0,1,0.6666666666666666,parallel
127,"We were a lot of inexperienced players, without team work, depending entirely on individual play. Our half-backs, I believe, were equal to any we met, but our line was weak, the men being light and having little experience. Most of us had never played in a match game and some of us had never seen a copy of the rules.",Subset,"We were a lot of inexperienced players, without team work, depending entirely on individual play. Our half-backs, I believe, were equal to any we met, but our line was weak, the men being light and having little experience. Most of us had never played in a match game and some of us had never seen a copy of the rules.",any,139,141,half-backs,102,111,play,92,95,True,False,local,non-local,nppl,det,https://en.wikipedia.org/wiki/1881_Michigan_Wolverines_football_team,1,1,10,4,28,44,-16,-7.03320407867431,-4.89246463775634,-2.14073944091796,"We were a lot of inexperienced players, without team work, depending entirely on individual play. Our half-backs, I believe, were equal to any we met, but our line was weak, the men being light and having little experience. Most of us had never played in a match game and some of us had never seen a copy of the rules.",0.6666666666666666,1.0,"We were a lot of inexperienced players, without team work, depending entirely on individual play. Our half-backs, I believe, were equal to any we met, but our line was weak, the men being light and having little experience. Most of us had never played in a match game and some of us had never seen a copy of the rules.",any,half-backs,ANY OF THE OPPOSING HALF-BACKS,0.0,0.0,"Our half-backs, I believe, were equal to any we met, but our line was weak",0.0,0.0,half-backs,1.0,1.0,gnpe,NPE_15,127,True,True,True,3.0,0,1,1,1.0,parallel
128,His job was to record all the horses that he could see on the finishing straight at the point the first horse in the race reached his position. Only these horses would be recorded as finishers and any that followed on after were regarded under the term 'distanced'. This however added to the confusion of exactly how many horses finished in the Grand Nationals prior to 1865 when the practice was done away with.,Clausal or VP Coordination,His job was to record all the horses that he could see on the finishing straight at the point the first horse in the race reached his position. Only these horses would be recorded as finishers and any that followed on after were regarded under the term 'distanced'. This however added to the confusion of exactly how many horses finished in the Grand Nationals prior to 1865 when the practice was done away with.,any,197,199,horses ,155,160,finishers ,183,191,True,False,non-local,local,nppl,det,https://en.wikipedia.org/wiki/1849_Grand_National,1,1,6,9,37,6,31,-7.03320407867431,-7.03320407867431,0.0,His job was to record all the horses that he could see on the finishing straight at the point the first horse in the race reached his position. Only these horses would be recorded as finishers and any that followed on after were regarded under the term 'distanced'. This however added to the confusion of exactly how many horses finished in the Grand Nationals prior to 1865 when the practice was done away with.,1.0,1.0,His job was to record all the horses that he could see on the finishing straight at the point the first horse in the race reached his position. Only these horses would be recorded as finishers and any that followed on after were regarded under the term 'distanced'. This however added to the confusion of exactly how many horses finished in the Grand Nationals prior to 1865 when the practice was done away with.,any,horses,HORSES,1.0,1.0,any that followed on after were regarded under the term 'distanced' and horses that he could see,0.0,0.0,horses,1.0,1.0,gnpe,NPE_9,128,,True,True,2.0,1,1,1,1.0,parallel
129,"Of the French Canadians, he says, ""If it be only for their laws and particular usages that they are struggling, surrounded, as they are, by people of other races, they must be aware that they would be made to undergo, if they lost British protection, a much more violent change than any which they have yet had to endure; and certainly, greater and more general than any which we may mean to prescribe for them.""",Subset,"Of the French Canadians, he says, ""If it be only for their laws and particular usages that they are struggling, surrounded, as they are, by people of other races, they must be aware that they would be made to undergo, if they lost British protection, a much more violent change than any which they have yet had to endure; and certainly, greater and more general than any which we may mean to prescribe for them.""",any,283,285,change ,271,276,protection,239,248,True,False,local,non-local,npsg,det,https://en.wikipedia.org/wiki/1838_in_Canada,1,0,6,10,7,35,-28,-5.57905054092407,-7.03320407867431,1.454153537750244,"Of the French Canadians, he says, ""If it be only for their laws and particular usages that they are struggling, surrounded, as they are, by people of other races, they must be aware that they would be made to undergo, if they lost British protection, a much more violent change than any which they have yet had to endure; and certainly, greater and more general than any which we may mean to prescribe for them.""",1.0,1.0,"Of the French Canadians, he says, ""If it be only for their laws and particular usages that they are struggling, surrounded, as they are, by people of other races, they must be aware that they would be made to undergo, if they lost British protection, a much more violent change than any which they have yet had to endure; and certainly, greater and more general than any which we may mean to prescribe for them.""",any,change,CHANGES,0.0,1.0,them,0.0,0.0,change,1.0,1.0,gnpe,NPE_19,129,True,True,True,3.0,0,1,1,1.0,parallel
130,"The caller explains that he will be offered a series of thirteen challenges, each of which will result in greater rewards. If he fails to complete any of them, interferes in the game, or reveals the game, he will forfeit all the money, including any he already won.",non-parallelism,"The caller explains that he will be offered a series of thirteen challenges, each of which will result in greater rewards. If he fails to complete any of them, interferes in the game, or reveals the game, he will forfeit all the money, including any he already won.",any,246,248,money,229,233,game,199,202,True,False,local,non-local,npsg,det,https://en.wikipedia.org/wiki/13_Sins,1,0,5,4,13,44,-31,-7.03320407867431,-4.89579391479492,-2.13741016387939,"The caller explains that he will be offered a series of thirteen challenges, each of which will result in greater rewards. If he fails to complete any of them, interferes in the game, or reveals the game, he will forfeit all the money, including any he already won.",0.3333333333333333,0.0,"The caller explains that he will be offered a series of thirteen challenges, each of which will result in greater rewards. If he fails to complete any of them, interferes in the game, or reveals the game, he will forfeit all the money, including any he already won.",any,money,THE MONEY,0.0,1.0,"any he already won. Answer: he
Answer: he, any he already",0.0,0.0,money,1.0,1.0,gnpe,NPE_12,130,True,True,True,3.0,0,1,1,1.0,non-parallem
131,"Epps questions and threatens Northup, but Northup convinces him Armsby is lying. Northup burns the letter. Patsey is caught by Epps going to a neighboring plantation to acquire soap, as Mrs. Epps will not let her have any. Epps orders Northup to whip Patsey, which he reluctantly does, but Epps demands he strike her harder, eventually taking the whip and beating Patsey nearly to death.",non-parallelism,"Epps questions and threatens Northup, but Northup convinces him Armsby is lying. Northup burns the letter. Patsey is caught by Epps going to a neighboring plantation to acquire soap, as Mrs. Epps will not let her have any. Epps orders Northup to whip Patsey, which he reluctantly does, but Epps demands he strike her harder, eventually taking the whip and beating Patsey nearly to death.",any,218,220,soap,177,180,plantation ,155,164,True,False,local,non-local,npsg,det,https://en.wikipedia.org/wiki/12_Years_a_Slave_(film),1,0,4,10,38,54,-16,-7.03320407867431,-7.03320407867431,0.0,"Epps questions and threatens Northup, but Northup convinces him Armsby is lying. Northup burns the letter. Patsey is caught by Epps going to a neighboring plantation to acquire soap, as Mrs. Epps will not let her have any. Epps orders Northup to whip Patsey, which he reluctantly does, but Epps demands he strike her harder, eventually taking the whip and beating Patsey nearly to death.",0.8333333333333334,1.0,"Epps questions and threatens Northup, but Northup convinces him Armsby is lying. Northup burns the letter. Patsey is caught by Epps going to a neighboring plantation to acquire soap, as Mrs. Epps will not let her have any. Epps orders Northup to whip Patsey, which he reluctantly does, but Epps demands he strike her harder, eventually taking the whip and beating Patsey nearly to death.",any,soap,SOAP,1.0,1.0,Mrs. Epps,0.0,0.0,soap,1.0,1.0,gnpe,NPE_20,131,True,True,True,3.0,0,1,1,1.0,non-parallem
132,"The revival also garnered four additional Tony nominations, but failed to win any. In June 2010, McDonald reprised her Tony-nominated role in a two-week fundraising production of the show for the Hale Center Theater in Orem, Utah. A recording of this production was released on June 12, 2007, by PS Classics. It drops the ""Overture"" but adds two tracks of dialogue.",Clausal or VP Coordination,"The revival also garnered four additional Tony nominations, but failed to win any. In June 2010, McDonald reprised her Tony-nominated role in a two-week fundraising production of the show for the Hale Center Theater in Orem, Utah. A recording of this production was released on June 12, 2007, by PS Classics. It drops the ""Overture"" but adds two tracks of dialogue.",any,78,80,Tony nominations,42,57,revival,4,10,True,False,local,non-local,nppl,det,https://en.wikipedia.org/wiki/110_in_the_Shade,1,1,16,7,21,68,-47,-13.367202758789,-7.03320407867431,-6.33399868011474,"The revival also garnered four additional Tony nominations, but failed to win any. In June 2010, McDonald reprised her Tony-nominated role in a two-week fundraising production of the show for the Hale Center Theater in Orem, Utah. A recording of this production was released on June 12, 2007, by PS Classics. It drops the ""Overture"" but adds two tracks of dialogue.",1.0,1.0,"The revival also garnered four additional Tony nominations, but failed to win any. In June 2010, McDonald reprised her Tony-nominated role in a two-week fundraising production of the show for the Hale Center Theater in Orem, Utah. A recording of this production was released on June 12, 2007, by PS Classics. It drops the ""Overture"" but adds two tracks of dialogue.",any,Tony nominations,TONY NOMINATIONS,1.0,1.0,The show,0.0,0.0,Tony nominations,1.0,1.0,gnpe,NPE_23,132,False,True,True,2.0,0,0,1,0.6666666666666666,parallel
133,"The foreman of Squad A in the underground labor facility. He is from Kumamoto Prefecture. Like Ōtsuki, he is a manga fan, and was shocked when the magazine Shōnen King stopped publishing. In chapter 42, he was found to be a two-time divorcee, and in chapter 61, it was revealed that he also had children. He wonders if the accumulation of habitual carelessness, such as his wife eating all of the pears that she has cut into 4-5 equal pieces without leaving any for the family, was the cause of the divorce.",Contrasting,"The foreman of Squad A in the underground labor facility. He is from Kumamoto Prefecture. Like Ōtsuki, he is a manga fan, and was shocked when the magazine Shōnen King stopped publishing. In chapter 42, he was found to be a two-time divorcee, and in chapter 61, it was revealed that he also had children. He wonders if the accumulation of habitual carelessness, such as his wife eating all of the pears that she has cut into 4-5 equal pieces without leaving any for the family, was the cause of the divorce.",any,458,460,pears ,397,401,pieces ,435,440,True,False,non-local,local,nppl,det,https://en.wikipedia.org/wiki/1-nichi_Gaishutsuroku_Hanchō,1,1,5,6,57,18,39,-7.03320407867431,-7.03320407867431,0.0,"The foreman of Squad A in the underground labor facility. He is from Kumamoto Prefecture. Like Ōtsuki, he is a manga fan, and was shocked when the magazine Shōnen King stopped publishing. In chapter 42, he was found to be a two-time divorcee, and in chapter 61, it was revealed that he also had children. He wonders if the accumulation of habitual carelessness, such as his wife eating all of the pears that she has cut into 4-5 equal pieces without leaving any for the family, was the cause of the divorce.",0.0,0.0,"The foreman of Squad A in the underground labor facility. He is from Kumamoto Prefecture. Like Ōtsuki, he is a manga fan, and was shocked when the magazine Shōnen King stopped publishing. In chapter 42, he was found to be a two-time divorcee, and in chapter 61, it was revealed that he also had children. He wonders if the accumulation of habitual carelessness, such as his wife eating all of the pears that she has cut into 4-5 equal pieces without leaving any for the family, was the cause of the divorce.",any,pears,THE FAMILY,0.0,0.0,the family,0.0,0.0,pears,1.0,1.0,gnpe,NPE_15,133,False,True,True,2.0,0,0,1,0.6666666666666666,parallel
134,"The 14 cm/40 11th Year Type naval gun was the standard surface battery for Japanese submarine cruisers of World War II. Most carried single guns, but Junsen type submarines carried two. Japanese submarines I-7 and I-8 carried an unusual twin mounting capable of elevating to 40°.",Clausal or VP Coordination,"The 14 cm/40 11th Year Type naval gun was the standard surface battery for Japanese submarine cruisers of World War II. Most carried single guns, but Junsen type submarines carried two. Japanese submarines I-7 and I-8 carried an unusual twin mounting capable of elevating to 40°.",two,181,183,guns,140,143,submarines,162,171,True,False,non-local,local,nppl,det,https://en.wikipedia.org/wiki/14_cm/40_11th_Year_Type_naval_gun,0,1,4,10,38,10,28,-7.03320407867431,-7.03320407867431,0.0,"The 14 cm/40 11th Year Type naval gun was the standard surface battery for Japanese submarine cruisers of World War II. Most carried single guns, but Junsen type submarines carried two. Japanese submarines I-7 and I-8 carried an unusual twin mounting capable of elevating to 40°.",1.0,1.0,"The 14 cm/40 11th Year Type naval gun was the standard surface battery for Japanese submarine cruisers of World War II. Most carried single guns, but Junsen type submarines carried two. Japanese submarines I-7 and I-8 carried an unusual twin mounting capable of elevating to 40°.",two,guns,JUNSEN TYPE SUBMARINES,0.0,0.0,I-8 and I-7,0.0,0.0,Junsen type submarines,0.0,0.0,gnpe,NPE_23,134,True,True,True,3.0,0,1,1,1.0,parallel
135,"9th Lancashire Fusiliers had been serving in 125th Infantry Brigade of 42nd (East Lancashire) Infantry Division, which were redesignated 10th Armoured Brigade and 42nd Armoured Division respectively. All three regiments in the brigade were drawn from the Lancashire Fusiliers and underwent simultaneous conversion to armour (the other two became 108 RAC and 109 RAC respectively).",Subset,"9th Lancashire Fusiliers had been serving in 125th Infantry Brigade of 42nd (East Lancashire) Infantry Division, which were redesignated 10th Armoured Brigade and 42nd Armoured Division respectively. All three regiments in the brigade were drawn from the Lancashire Fusiliers and underwent simultaneous conversion to armour (the other two became 108 RAC and 109 RAC respectively).",two,335,337,regiments ,210,218,armour,317,322,True,False,non-local,local,nppl,det,https://en.wikipedia.org/wiki/143rd_Regiment_Royal_Armoured_Corps,0,1,9,6,117,13,104,-7.03320407867431,-7.03320407867431,0.0,"9th Lancashire Fusiliers had been serving in 125th Infantry Brigade of 42nd (East Lancashire) Infantry Division, which were redesignated 10th Armoured Brigade and 42nd Armoured Division respectively. All three regiments in the brigade were drawn from the Lancashire Fusiliers and underwent simultaneous conversion to armour (the other two became 108 RAC and 109 RAC respectively).",1.0,1.0,"9th Lancashire Fusiliers had been serving in 125th Infantry Brigade of 42nd (East Lancashire) Infantry Division, which were redesignated 10th Armoured Brigade and 42nd Armoured Division respectively. All three regiments in the brigade were drawn from the Lancashire Fusiliers and underwent simultaneous conversion to armour (the other two became 108 RAC and 109 RAC respectively).",two,regiments,THE OTHER TWO REGIMENTS,0.0,1.0,the other two regiments,0.0,1.0,the other two,0.0,0.0,gnpe,NPE_14,135,True,True,True,3.0,0,1,1,1.0,parallel
136,"Four cardinals, one created by Urban VI, one by Boniface IX and two by Innocent VII, did not participate in this conclave.",Subset,"Four cardinals, one created by Urban VI, one by Boniface IX and two by Innocent VII, did not participate in this conclave.",one,16,18,cardinals,5,13,conclave,113,120,True,False,,,nppl,det,https://en.wikipedia.org/wiki/1406_papal_conclave,0,1,9,8,3,-104,107,-7.03320407867431,-7.03320407867431,0.0,"Four cardinals, one created by Urban VI, one by Boniface IX and two by Innocent VII, did not participate in this conclave.",1.0,1.0,"Four cardinals, one created by Urban VI, one by Boniface IX and two by Innocent VII, did not participate in this conclave.",one,cardinals,A CARDINAL,0.0,1.0,Boniface IX,0.0,0.0,cardinal,0.0,1.0,gnpe,NPE_20,136,True,False,True,2.0,0,0,1,0.6666666666666666,parallel
137,"Four cardinals, one created by Urban VI, one by Boniface IX and two by Innocent VII, did not participate in this conclave.",Subset,"Four cardinals, one created by Urban VI, one by Boniface IX and two by Innocent VII, did not participate in this conclave.",two,64,66,cardinals,5,13,conclave,113,120,True,False,,,nppl,det,https://en.wikipedia.org/wiki/1406_papal_conclave,0,1,9,8,51,-56,107,-7.03320407867431,-7.03320407867431,0.0,"Four cardinals, one created by Urban VI, one by Boniface IX and two by Innocent VII, did not participate in this conclave.",1.0,1.0,"Four cardinals, one created by Urban VI, one by Boniface IX and two by Innocent VII, did not participate in this conclave.",two,cardinals,TWO CARDINALS,0.0,1.0,Innocent VII,0.0,0.0,cardinals,1.0,1.0,gnpe,NPE_1,137,True,True,True,3.0,0,1,1,1.0,parallel
138,"Five Mk I units were supplied to the Navy and were in action in France in 1918; six Mk I units were supplied to the Army late in 1918 and were not sent to France; five Mk II units were ordered in October 1918, three were canceled, and the first of the two completed was tested in August 1919.",Subset,"Five Mk I units were supplied to the Navy and were in action in France in 1918; six Mk I units were supplied to the Army late in 1918 and were not sent to France; five Mk II units were ordered in October 1918, three were canceled, and the first of the two completed was tested in August 1919.",three,210,214,Mk II units,168,178,Army,116,119,True,False,local,non-local,nppl,det,https://en.wikipedia.org/wiki/14-inch/50-caliber_railway_gun,0,1,11,4,32,91,-59,-19.1923732757568,-7.03320407867431,-12.1591691970825,"Five Mk I units were supplied to the Navy and were in action in France in 1918; six Mk I units were supplied to the Army late in 1918 and were not sent to France; five Mk II units were ordered in October 1918, three were canceled, and the first of the two completed was tested in August 1919.",1.0,1.0,"Five Mk I units were supplied to the Navy and were in action in France in 1918; six Mk I units were supplied to the Army late in 1918 and were not sent to France; five Mk II units were ordered in October 1918, three were canceled, and the first of the two completed was tested in August 1919.",three,Mk II units,FIVE MK II UNITS,0.0,0.0,The two completed Mk II units,0.0,0.0,units,0.0,0.0,gnpe,NPE_12,138,True,True,True,3.0,0,1,1,1.0,parallel
139,"Five Mk I units were supplied to the Navy and were in action in France in 1918; six Mk I units were supplied to the Army late in 1918 and were not sent to France; five Mk II units were ordered in October 1918, three were canceled, and the first of the two completed was tested in August 1919.",Subset,"Five Mk I units were supplied to the Navy and were in action in France in 1918; six Mk I units were supplied to the Army late in 1918 and were not sent to France; five Mk II units were ordered in October 1918, three were canceled, and the first of the two completed was tested in August 1919.",first,239,243,Mk II units,168,178,Army,116,119,True,False,local,non-local,nppl,det,https://en.wikipedia.org/wiki/14-inch/50-caliber_railway_gun,0,1,11,4,61,120,-59,-19.1923732757568,-7.03320407867431,-12.1591691970825,"Five Mk I units were supplied to the Navy and were in action in France in 1918; six Mk I units were supplied to the Army late in 1918 and were not sent to France; five Mk II units were ordered in October 1918, three were canceled, and the first of the two completed was tested in August 1919.",0.6666666666666666,1.0,"Five Mk I units were supplied to the Navy and were in action in France in 1918; six Mk I units were supplied to the Army late in 1918 and were not sent to France; five Mk II units were ordered in October 1918, three were canceled, and the first of the two completed was tested in August 1919.",first,Mk II units,THE TWO COMPLETED MK II UNITS,0.0,0.0,The first of the two completed,0.0,0.0,unit,0.0,0.0,gnpe,NPE_6,139,True,True,True,3.0,0,1,1,1.0,parallel
140,"Five Mk I units were supplied to the Navy and were in action in France in 1918; six Mk I units were supplied to the Army late in 1918 and were not sent to France; five Mk II units were ordered in October 1918, three were canceled, and the first of the two completed was tested in August 1919.",Subset,"Five Mk I units were supplied to the Navy and were in action in France in 1918; six Mk I units were supplied to the Army late in 1918 and were not sent to France; five Mk II units were ordered in October 1918, three were canceled, and the first of the two completed was tested in August 1919.",two,252,254,Mk II units,168,178,Army,116,119,True,False,local,non-local,nppl,det,https://en.wikipedia.org/wiki/14-inch/50-caliber_railway_gun,0,1,11,4,74,133,-59,-19.1923732757568,-7.03320407867431,-12.1591691970825,"Five Mk I units were supplied to the Navy and were in action in France in 1918; six Mk I units were supplied to the Army late in 1918 and were not sent to France; five Mk II units were ordered in October 1918, three were canceled, and the first of the two completed was tested in August 1919.",1.0,1.0,"Five Mk I units were supplied to the Navy and were in action in France in 1918; six Mk I units were supplied to the Army late in 1918 and were not sent to France; five Mk II units were ordered in October 1918, three were canceled, and the first of the two completed was tested in August 1919.",two,Mk II units,MK II UNITS,1.0,1.0,the two completed Mk II units,0.0,0.0,units,0.0,0.0,gnpe,NPE_15,140,True,True,True,3.0,0,1,1,1.0,parallel
141,"Babel, Dreamgirls and Little Miss Sunshine received the highest number of nominations among the film categories, with each getting three, two for acting and one for ensemble performance, however only Dreamgirls won more than one award. In the television categories The Sopranos and Broken Trail had the most nominations, with three but it was the mini-series Elizabeth I and the medical drama Grey's Anatomy which won the most awards, with two each.",Subset,"Babel, Dreamgirls and Little Miss Sunshine received the highest number of nominations among the film categories, with each getting three, two for acting and one for ensemble performance, however only Dreamgirls won more than one award. In the television categories The Sopranos and Broken Trail had the most nominations, with three but it was the mini-series Elizabeth I and the medical drama Grey's Anatomy which won the most awards, with two each.",three,131,135,nominations ,74,84,categories,101,110,True,False,non-local,local,nppl,det,https://en.wikipedia.org/wiki/13th_Screen_Actors_Guild_Awards,0,1,11,10,47,21,26,-7.03320407867431,-7.03320407867431,0.0,"Babel, Dreamgirls and Little Miss Sunshine received the highest number of nominations among the film categories, with each getting three, two for acting and one for ensemble performance, however only Dreamgirls won more than one award. In the television categories The Sopranos and Broken Trail had the most nominations, with three but it was the mini-series Elizabeth I and the medical drama Grey's Anatomy which won the most awards, with two each.",0.5,1.0,"Babel, Dreamgirls and Little Miss Sunshine received the highest number of nominations among the film categories, with each getting three, two for acting and one for ensemble performance, however only Dreamgirls won more than one award. In the television categories The Sopranos and Broken Trail had the most nominations, with three but it was the mini-series Elizabeth I and the medical drama Grey's Anatomy which won the most awards, with two each.",three,nominations,THE SOPRANOS AND BROKEN TRAIL,0.0,0.0,The Sopranos and Broken Trail,0.0,0.0,nominations,1.0,1.0,gnpe,NPE_21,141,True,True,True,3.0,0,1,1,1.0,parallel
142,"Babel, Dreamgirls and Little Miss Sunshine received the highest number of nominations among the film categories, with each getting three, two for acting and one for ensemble performance, however only Dreamgirls won more than one award. In the television categories The Sopranos and Broken Trail had the most nominations, with three but it was the mini-series Elizabeth I and the medical drama Grey's Anatomy which won the most awards, with two each.",Subset,"Babel, Dreamgirls and Little Miss Sunshine received the highest number of nominations among the film categories, with each getting three, two for acting and one for ensemble performance, however only Dreamgirls won more than one award. In the television categories The Sopranos and Broken Trail had the most nominations, with three but it was the mini-series Elizabeth I and the medical drama Grey's Anatomy which won the most awards, with two each.",two,138,140,nominations ,74,84,categories,101,110,True,False,non-local,local,nppl,det,https://en.wikipedia.org/wiki/13th_Screen_Actors_Guild_Awards,0,1,11,10,54,28,26,-7.03320407867431,-7.03320407867431,0.0,"Babel, Dreamgirls and Little Miss Sunshine received the highest number of nominations among the film categories, with each getting three, two for acting and one for ensemble performance, however only Dreamgirls won more than one award. In the television categories The Sopranos and Broken Trail had the most nominations, with three but it was the mini-series Elizabeth I and the medical drama Grey's Anatomy which won the most awards, with two each.",0.5,1.0,"Babel, Dreamgirls and Little Miss Sunshine received the highest number of nominations among the film categories, with each getting three, two for acting and one for ensemble performance, however only Dreamgirls won more than one award. In the television categories The Sopranos and Broken Trail had the most nominations, with three but it was the mini-series Elizabeth I and the medical drama Grey's Anatomy which won the most awards, with two each.",two,nominations,AWARDS,0.0,0.0,Elizabeth I and Grey's Anatomy,0.0,0.0,awards,0.0,0.0,gnpe,NPE_23,142,True,True,True,3.0,0,1,1,1.0,parallel
143,"Babel, Dreamgirls and Little Miss Sunshine received the highest number of nominations among the film categories, with each getting three, two for acting and one for ensemble performance, however only Dreamgirls won more than one award. In the television categories The Sopranos and Broken Trail had the most nominations, with three but it was the mini-series Elizabeth I and the medical drama Grey's Anatomy which won the most awards, with two each.",Subset,"Babel, Dreamgirls and Little Miss Sunshine received the highest number of nominations among the film categories, with each getting three, two for acting and one for ensemble performance, however only Dreamgirls won more than one award. In the television categories The Sopranos and Broken Trail had the most nominations, with three but it was the mini-series Elizabeth I and the medical drama Grey's Anatomy which won the most awards, with two each.",one,157,159,nominations ,74,84,categories,101,110,True,False,non-local,local,nppl,det,https://en.wikipedia.org/wiki/13th_Screen_Actors_Guild_Awards,0,1,11,10,73,47,26,-7.03320407867431,-7.03320407867431,0.0,,,,"Babel, Dreamgirls and Little Miss Sunshine received the highest number of nominations among the film categories, with each getting three, two for acting and one for ensemble performance, however only Dreamgirls won more than one award. In the television categories The Sopranos and Broken Trail had the most nominations, with three but it was the mini-series Elizabeth I and the medical drama Grey's Anatomy which won the most awards, with two each.",one,nominations,DREAMGIRLS,0.0,0.0,Elizabeth I,0.0,0.0,ensemble performance,0.0,0.0,gnpe,NPE_9,143,,True,True,2.0,1,1,1,1.0,parallel
144,"Babel, Dreamgirls and Little Miss Sunshine received the highest number of nominations among the film categories, with each getting three, two for acting and one for ensemble performance, however only Dreamgirls won more than one award. In the television categories The Sopranos and Broken Trail had the most nominations, with three but it was the mini-series Elizabeth I and the medical drama Grey's Anatomy which won the most awards, with two each.",Subset,"Babel, Dreamgirls and Little Miss Sunshine received the highest number of nominations among the film categories, with each getting three, two for acting and one for ensemble performance, however only Dreamgirls won more than one award. In the television categories The Sopranos and Broken Trail had the most nominations, with three but it was the mini-series Elizabeth I and the medical drama Grey's Anatomy which won the most awards, with two each.",three,326,330,nominations ,308,318,categories,254,263,True,False,local,non-local,nppl,det,https://en.wikipedia.org/wiki/13th_Screen_Actors_Guild_Awards,0,1,11,10,8,63,-55,-7.03320407867431,-7.03320407867431,0.0,,,,"Babel, Dreamgirls and Little Miss Sunshine received the highest number of nominations among the film categories, with each getting three, two for acting and one for ensemble performance, however only Dreamgirls won more than one award. In the television categories The Sopranos and Broken Trail had the most nominations, with three but it was the mini-series Elizabeth I and the medical drama Grey's Anatomy which won the most awards, with two each.",three,nominations,NOMINATIONS,1.0,1.0,The Sopranos and Broken Trail,0.0,0.0,nominations,1.0,1.0,gnpe,NPE_21,144,True,False,True,2.0,0,0,1,0.6666666666666666,parallel
145,"Babel, Dreamgirls and Little Miss Sunshine received the highest number of nominations among the film categories, with each getting three, two for acting and one for ensemble performance, however only Dreamgirls won more than one award. In the television categories The Sopranos and Broken Trail had the most nominations, with three but it was the mini-series Elizabeth I and the medical drama Grey's Anatomy which won the most awards, with two each.",Subset,"Babel, Dreamgirls and Little Miss Sunshine received the highest number of nominations among the film categories, with each getting three, two for acting and one for ensemble performance, however only Dreamgirls won more than one award. In the television categories The Sopranos and Broken Trail had the most nominations, with three but it was the mini-series Elizabeth I and the medical drama Grey's Anatomy which won the most awards, with two each.",two,440,442,awards,427,432,drama ,387,392,True,False,local,non-local,nppl,det,https://en.wikipedia.org/wiki/13th_Screen_Actors_Guild_Awards,0,1,6,5,8,48,-40,-7.03320407867431,-5.41908645629882,-1.61411762237548,"Babel, Dreamgirls and Little Miss Sunshine received the highest number of nominations among the film categories, with each getting three, two for acting and one for ensemble performance, however only Dreamgirls won more than one award. In the television categories The Sopranos and Broken Trail had the most nominations, with three but it was the mini-series Elizabeth I and the medical drama Grey's Anatomy which won the most awards, with two each.",1.0,1.0,"Babel, Dreamgirls and Little Miss Sunshine received the highest number of nominations among the film categories, with each getting three, two for acting and one for ensemble performance, however only Dreamgirls won more than one award. In the television categories The Sopranos and Broken Trail had the most nominations, with three but it was the mini-series Elizabeth I and the medical drama Grey's Anatomy which won the most awards, with two each.",two,awards,AWARDS,1.0,1.0,Elizabeth I and Grey's Anatomy,0.0,0.0,awards,1.0,1.0,gnpe,NPE_19,145,True,True,True,3.0,0,1,1,1.0,parallel
